,servo_steering,gps,,,,,encoder,imu,,,,,,,,,,,,
timestamp,position,lat,long,speed,heading,hdop,counts,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,yaw,pitch,roll,quat_w,quat_x,quat_y,quat_z
0.015659093856811523,0,40,26.609500885009766,79,56.40740203857422,0.12964001297950745,10,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1112356185913086,0,40,26.60879898071289,79,56.40719985961914,0.4074399769306183,10,0.029999999329447746,-0.009999999776482582,-0.03999999910593033,-0.002222222276031971,0.0,-0.0011111111380159855,175.125,-4.125,1.9375,0.04229736328125,0.035400390625,0.01849365234375,3.001708984375
0.21840167045593262,0,40,26.60879898071289,79,56.40719985961914,0.4074399769306183,10,0.0,0.0,-0.11999999731779099,0.0011111111380159855,-0.004444444552063942,-0.0011111111380159855,175.125,-4.125,1.9375,0.04229736328125,0.035400390625,0.01849365234375,3.001708984375
0.32521796226501465,0,40,26.60879898071289,79,56.40719985961914,0.4074399769306183,10,-0.019999999552965164,0.019999999552965164,-0.009999999776482582,0.0,0.0011111111380159855,0.0,175.125,-4.125,1.9375,0.04229736328125,0.035400390625,0.01849365234375,3.001708984375
0.43149805068969727,0,40,26.60879898071289,79,56.40719985961914,0.4074399769306183,10,0.0,0.0,-0.05999999865889549,-0.0011111111380159855,0.0,0.0,175.125,-4.125,1.9375,0.04229736328125,0.035400390625,0.01849365234375,3.001708984375
0.5350809097290039,0,40,26.608699798583984,79,56.40719985961914,0.4074399769306183,10,0.009999999776482582,0.0,-0.05000000074505806,0.002222222276031971,-0.004444444552063942,-0.002222222276031971,175.125,-4.125,1.9375,0.04229736328125,0.035400390625,0.01849365234375,3.001708984375
0.6391851902008057,0,40,26.608699798583984,79,56.40719985961914,0.4074399769306183,10,0.05999999865889549,-0.03999999910593033,-0.14000000059604645,0.0011111111380159855,-0.0011111111380159855,0.0,175.125,-4.125,1.9375,0.04229736328125,0.035400390625,0.01849365234375,3.001708984375
0.7446238994598389,0,40,26.608699798583984,79,56.40719985961914,0.4074399769306183,10,-0.019999999552965164,-0.009999999776482582,-0.009999999776482582,0.0011111111380159855,-0.004444444552063942,-0.0011111111380159855,175.125,-4.125,1.9375,0.04229736328125,0.035400390625,0.01849365234375,3.001708984375
0.848137617111206,0,40,26.608699798583984,79,56.40719985961914,0.4074399769306183,10,-0.029999999329447746,0.029999999329447746,-0.03999999910593033,0.0011111111380159855,0.0033333334140479565,-0.002222222276031971,175.125,-4.125,1.9375,0.04229736328125,0.035400390625,0.01849365234375,3.001708984375
0.9545962810516357,0,40,26.608699798583984,79,56.40719985961914,0.4074399769306183,10,0.009999999776482582,0.019999999552965164,-0.15000000596046448,-0.0033333334140479565,0.0011111111380159855,0.0011111111380159855,175.125,-4.125,1.9375,0.04229736328125,0.035400390625,0.01849365234375,3.001708984375
1.0606064796447754,0,40,26.608699798583984,79,56.40719985961914,0.4074399769306183,10,0.0,0.0,-0.009999999776482582,-0.0033333334140479565,-0.0011111111380159855,0.0,175.125,-4.125,1.9375,0.04229736328125,0.035400390625,0.01849365234375,3.001708984375
1.167663812637329,0,40,26.608699798583984,79,56.40719985961914,0.4074399769306183,10,0.0,0.0,-0.10999999940395355,-0.0011111111380159855,0.0033333334140479565,0.0,175.125,-4.125,1.9375,0.04229736328125,0.035400390625,0.01849365234375,3.001708984375
1.2729430198669434,0,40,26.608699798583984,79,56.40719985961914,0.4074399769306183,10,-0.019999999552965164,-0.009999999776482582,-0.07000000029802322,-0.002222222276031971,0.0033333334140479565,-0.0011111111380159855,175.125,-4.125,1.9375,0.04229736328125,0.035400390625,0.01849365234375,3.001708984375
1.3800666332244873,0,40,26.608699798583984,79,56.40719985961914,0.4074399769306183,10,0.009999999776482582,0.05000000074505806,-0.07000000029802322,0.002222222276031971,0.004444444552063942,0.0011111111380159855,175.125,-4.125,1.9375,0.04229736328125,0.035400390625,0.01849365234375,3.001708984375
1.4831132888793945,0,40,26.608699798583984,79,56.40719985961914,0.4074399769306183,10,-0.019999999552965164,-0.009999999776482582,-0.09000000357627869,0.0011111111380159855,-0.0033333334140479565,0.0011111111380159855,175.125,-4.125,1.9375,0.04229736328125,0.035400390625,0.01849365234375,3.001708984375
1.5841453075408936,0,40,26.608699798583984,79,56.40719985961914,0.38891997933387756,10,-0.019999999552965164,0.0,-0.03999999910593033,0.0,0.0,-0.002222222276031971,175.125,-4.125,1.9375,0.04229736328125,0.03558349609375,0.01849365234375,3.001708984375
1.6925678253173828,0,40,26.608699798583984,79,56.40719985961914,0.38891997933387756,10,0.0,-0.019999999552965164,-0.1599999964237213,-0.0011111111380159855,-0.002222222276031971,-0.002222222276031971,175.125,-4.125,1.9375,0.04229736328125,0.03558349609375,0.01849365234375,3.001708984375
