,servo_steering,gps,,,,,,,encoder,imu,,,,,,,,,,,,
timestamp,position,lat_min,lat_sec,long_min,long_sec,speed,heading,hdop,counts,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,yaw,pitch,roll,quat_w,quat_x,quat_y,quat_z
0.05051255226135254,0,40,26.610000610351562,79,56.406402587890625,0.037039998918771744,0.89000004529953,273.1499938964844,2090,0.0,0.009999999776482582,-0.029999999329447746,0.002222222276031971,-0.002222222276031971,0.0,272.0625,-4.0625,2.125,0.71929931640625,3.96173095703125,0.01287841796875,0.69354248046875
0.11600518226623535,32,40,26.610000610351562,79,56.406402587890625,0.037039998918771744,0.89000004529953,273.1499938964844,2090,0.0,0.0,0.10999999940395355,0.0011111111380159855,-0.0011111111380159855,-0.0011111111380159855,272.0625,-4.0625,2.125,0.71929931640625,3.96173095703125,0.01287841796875,0.69354248046875
0.22146344184875488,48,40,26.610000610351562,79,56.406402587890625,0.037039998918771744,0.89000004529953,273.1499938964844,2090,-0.550000011920929,0.05999999865889549,0.10999999940395355,-0.002222222276031971,0.013333333656191826,0.013333333656191826,272.0625,-4.0625,2.125,0.71923828125,3.96160888671875,0.012939453125,0.693603515625
0.32500314712524414,52,40,26.610000610351562,79,56.406402587890625,0.037039998918771744,0.89000004529953,273.1499938964844,2090,-0.10999999940395355,0.029999999329447746,0.09000000357627869,-0.0011111111380159855,0.0055555556900799274,0.02777777798473835,271.9375,-4.0625,2.125,0.7186279296875,3.96197509765625,0.01263427734375,0.6942138671875
0.424863338470459,38,40,26.610000610351562,79,56.406402587890625,0.037039998918771744,0.89000004529953,36.560001373291016,2090,-0.10000000149011612,0.009999999776482582,0.019999999552965164,-0.0011111111380159855,-0.012222222052514553,0.03777777776122093,271.6875,-4.0625,2.0625,0.717041015625,3.9619140625,0.0128173828125,0.69586181640625
0.5271241664886475,3,40,26.610000610351562,79,56.406402587890625,0.037039998918771744,0.89000004529953,36.560001373291016,2090,-0.14000000059604645,-0.05000000074505806,0.17000000178813934,-0.0055555556900799274,0.0,0.05000000074505806,271.4375,-4.125,2.0625,0.7156982421875,3.96148681640625,0.01324462890625,0.69720458984375
0.6315748691558838,0,40,26.610000610351562,79,56.406402587890625,0.037039998918771744,0.89000004529953,36.560001373291016,2090,-0.019999999552965164,-0.23999999463558197,0.12999999523162842,0.0011111111380159855,-0.02222222276031971,0.042222220450639725,271.25,-4.0625,2.0625,0.71429443359375,3.9619140625,0.01287841796875,0.69873046875
0.736201286315918,0,40,26.610000610351562,79,56.406402587890625,0.037039998918771744,0.89000004529953,36.560001373291016,2090,-0.33000001311302185,0.0,0.029999999329447746,0.0033333334140479565,-0.035555556416511536,-0.042222220450639725,271.375,-4.125,2.0625,0.715087890625,3.961669921875,0.0130615234375,0.6978759765625
0.8365154266357422,0,40,26.610000610351562,79,56.406402587890625,0.037039998918771744,0.89000004529953,36.560001373291016,2091,-0.6000000238418579,0.05000000074505806,-0.07999999821186066,0.0011111111380159855,0.0,-0.009999999776482582,271.4375,-4.125,2.0625,0.71539306640625,3.96136474609375,0.01336669921875,0.697509765625
0.939702033996582,0,40,26.610000610351562,79,56.406402587890625,0.037039998918771744,0.89000004529953,36.560001373291016,2091,0.10000000149011612,0.019999999552965164,0.27000001072883606,-0.0011111111380159855,-0.0033333334140479565,0.009999999776482582,271.375,-4.0625,2.0625,0.715087890625,3.9620361328125,0.0126953125,0.6978759765625
1.0431911945343018,-28,40,26.610000610351562,79,56.406402587890625,0.037039998918771744,0.89000004529953,36.560001373291016,2091,0.07000000029802322,-0.009999999776482582,0.07000000029802322,0.002222222276031971,-0.02666666731238365,-0.006666666828095913,271.375,-4.0625,2.0625,0.715087890625,3.96185302734375,0.01287841796875,0.6978759765625
1.1474039554595947,-42,40,26.610000610351562,79,56.406402587890625,0.037039998918771744,0.89000004529953,36.560001373291016,2091,-0.5400000214576721,-0.05000000074505806,0.11999999731779099,-0.0011111111380159855,0.007777777966111898,-0.0055555556900799274,271.375,-4.0625,2.0625,0.715087890625,3.96173095703125,0.01287841796875,0.6978759765625
1.2542369365692139,-34,40,26.610000610351562,79,56.406402587890625,0.037039998918771744,0.89000004529953,36.560001373291016,2091,0.17000000178813934,-0.05999999865889549,-0.009999999776482582,0.002222222276031971,0.0,-0.03333333507180214,271.5,-4.0625,2.0625,0.7158203125,3.96185302734375,0.0126953125,0.69708251953125
1.3604059219360352,-23,40,26.610000610351562,79,56.406402587890625,0.037039998918771744,0.89000004529953,225.60000610351562,2091,0.05000000074505806,0.10999999940395355,0.019999999552965164,0.0033333334140479565,-0.004444444552063942,-0.03444444388151169,271.5625,-4.0625,2.0625,0.71630859375,3.9619140625,0.0126953125,0.69659423828125
1.4598464965820312,-23,40,26.610000610351562,79,56.406402587890625,0.037039998918771744,0.89000004529953,225.60000610351562,2091,-0.18000000715255737,0.0,-0.2800000011920929,0.0011111111380159855,0.0,-0.0033333334140479565,271.75,-4.125,2.125,0.71759033203125,3.9615478515625,0.012939453125,0.69525146484375
1.5621421337127686,-22,40,26.610000610351562,79,56.406402587890625,0.037039998918771744,0.89000004529953,225.60000610351562,2091,0.029999999329447746,-0.009999999776482582,-0.15000000596046448,-0.0011111111380159855,-0.015555555932223797,0.03222222253680229,271.625,-4.0,2.125,0.71649169921875,3.96209716796875,0.012451171875,0.69647216796875
