0.0009849071502685547:	lidar;	120
0.001035928726196289:	lidar;	121
0.0010449886322021484:	lidar;	121
0.0010528564453125:	lidar;	121
0.0010609626770019531:	lidar;	121
0.0010678768157958984:	lidar;	121
0.0010759830474853516:	lidar;	121
0.0010828971862792969:	lidar;	120
0.0010900497436523438:	lidar;	121
0.0010979175567626953:	lidar;	120
0.0011050701141357422:	lidar;	120
0.0011129379272460938:	lidar;	122
0.0011200904846191406:	lidar;	122
0.0011279582977294922:	lidar;	121
0.0011348724365234375:	lidar;	122
0.0011420249938964844:	lidar;	122
0.0011489391326904297:	lidar;	122
0.0011570453643798828:	lidar;	122
0.0011639595031738281:	lidar;	122
0.0011720657348632812:	lidar;	122
0.0011789798736572266:	lidar;	122
0.0011858940124511719:	lidar;	121
0.0011930465698242188:	lidar;	121
0.004189968109130859:	lidar;	121
0.008177995681762695:	lidar;	121
0.01314687728881836:	lidar;	121
0.017160892486572266:	lidar;	121
0.0221710205078125:	lidar;	121
0.02710890769958496:	lidar;	121
0.03212904930114746:	lidar;	121
0.037114858627319336:	lidar;	121
0.04111790657043457:	lidar;	121
0.0463109016418457:	lidar;	121
0.07864999771118164:	lidar;	120
0.07866692543029785:	lidar;	121
0.07867288589477539:	lidar;	121
0.07867908477783203:	lidar;	121
0.07871890068054199:	lidar;	121
0.07872605323791504:	lidar;	121
0.07873106002807617:	lidar;	121
0.10724687576293945:	lidar;	120
0.10728001594543457:	lidar;	121
0.10728693008422852:	lidar;	121
0.10729289054870605:	lidar;	120
0.10729789733886719:	lidar;	120
0.10731291770935059:	lidar;	121
0.1121828556060791:	lidar;	121
0.11620593070983887:	lidar;	121
0.1202249526977539:	lidar;	120
0.12534093856811523:	lidar;	121
0.129119873046875:	lidar;	121
0.13426804542541504:	lidar;	121
0.1381368637084961:	lidar;	121
0.14419794082641602:	lidar;	121
0.148115873336792:	lidar;	121
0.15415501594543457:	lidar;	121
0.1742689609527588:	lidar;	121
0.174285888671875:	lidar;	121
0.17429304122924805:	lidar;	121
0.17433786392211914:	lidar;	121
0.17611289024353027:	lidar;	121
0.18119096755981445:	lidar;	121
0.18616700172424316:	lidar;	121
0.19025397300720215:	lidar;	121
