0.01310586929321289:	state;	y m,	0.740496293347|	vx,	0.0|	x,	-71.42085350624828|	x m,	-1.24652920569|	y,	42.42730114672791|	vy,	0.0|	angle,	4.31386668446|	ang v,	0.0
2.921004056930542:	blue_led;	110
2.9257798194885254:	imu;	yaw,	-0.11126475036144257
2.927072525024414:	motors;	43
2.9333815574645996:	blue_led;	153
2.9380228519439697:	motors;	60
2.9402642250061035:	imu;	yaw,	-0.11017391085624695
2.942631244659424:	blue_led;	204
2.9837470054626465:	motors;	80
2.9966025352478027:	blue_led;	255
3.001732587814331:	imu;	yaw,	-0.10908307880163193
3.00313663482666:	motors;	100
3.012887477874756:	state;	y m,	1.09640037255|	vx,	-0.252313097234|	x,	-71.42084917123643|	x m,	-1.24668614436|	y,	42.427301145316505|	vy,	-0.252313097234|	angle,	4.31733743561|	ang v,	0.0379818756631
3.0134317874908447:	gps;	long,	-71.42082214355469|	lat,	42.427249908447266|	fix,	True
3.0186963081359863:	imu;	yaw,	-0.1079922467470169
3.0261073112487793:	imu;	yaw,	-0.10690142214298248
3.076319932937622:	imu;	yaw,	-0.10581059008836746
3.0858523845672607:	imu;	yaw,	-0.10471975803375244
3.0965685844421387:	imu;	yaw,	-0.10690142214298248
3.1474525928497314:	imu;	yaw,	-0.10581059008836746
3.161184787750244:	imu;	yaw,	-0.10690142214298248
3.172422170639038:	encoder;	counts,	1
3.1731131076812744:	servo;	-10
3.226748466491699:	imu;	yaw,	-0.10581059008836746
3.230936288833618:	servo;	-11
3.2357282638549805:	state;	y m,	1.11602114739|	vx,	-0.263516306342|	x,	-71.4208489322504|	x m,	-1.51472433466|	y,	42.42729873547107|	vy,	-0.272234249969|	angle,	4.32279130099|	ang v,	-0.354976017052
3.2362191677093506:	gps;	long,	-71.42082214355469|	lat,	42.427249908447266|	fix,	True
3.2415266036987305:	imu;	yaw,	-0.10362893342971802
3.248675584793091:	servo;	-12
3.2508223056793213:	imu;	yaw,	-0.102538101375103
3.25478196144104:	servo;	-13
3.257432699203491:	imu;	yaw,	-0.10362893342971802
3.3046350479125977:	imu;	yaw,	-0.102538101375103
3.3116495609283447:	imu;	yaw,	-0.10144726186990738
3.322183609008789:	imu;	yaw,	-0.10035642981529236
3.331019639968872:	imu;	yaw,	-0.09817477315664291
3.3373684883117676:	servo;	-14
3.339897632598877:	encoder;	counts,	2
3.3447659015655518:	imu;	yaw,	-0.09599311649799347
3.3513996601104736:	imu;	yaw,	-0.09490228444337845
3.3992247581481934:	imu;	yaw,	-0.09381144493818283
3.410045862197876:	imu;	yaw,	-0.09272061288356781
3.417468309402466:	imu;	yaw,	-0.09162978827953339
3.42311692237854:	imu;	yaw,	-0.08944812417030334
3.427839994430542:	state;	y m,	1.19076514512|	vx,	-0.43599426968|	x,	-71.42084802184827|	x m,	-1.89005524049|	y,	42.427295360991145|	vy,	-0.601023880283|	angle,	4.33696970567|	ang v,	-0.52307027254
3.428248643875122:	gps;	long,	-71.42082214355469|	lat,	42.427249908447266|	fix,	True
3.476287603378296:	imu;	yaw,	-0.08835729211568832
3.4894206523895264:	imu;	yaw,	-0.08944812417030334
3.5027143955230713:	encoder;	counts,	3
3.50771164894104:	imu;	yaw,	-0.09053895622491837
3.5129623413085938:	imu;	yaw,	-0.09162978827953339
3.5168421268463135:	imu;	yaw,	-0.09381144493818283
3.5186164379119873:	servo;	-15
3.52510929107666:	servo;	-14
3.552861452102661:	servo;	-15
3.566523313522339:	servo;	-14
3.5679640769958496:	imu;	yaw,	-0.09490228444337845
3.573303461074829:	imu;	yaw,	-0.0970839411020279
3.575298547744751:	servo;	-15
3.582286834716797:	imu;	yaw,	-0.09817477315664291
3.590837240219116:	encoder;	counts,	4
3.595898151397705:	imu;	yaw,	-0.10035642981529236
3.601029634475708:	imu;	yaw,	-0.10471975803375244
3.649676561355591:	imu;	yaw,	-0.10690142214298248
3.6580607891082764:	imu;	yaw,	-0.10908307880163193
3.6635780334472656:	imu;	yaw,	-0.11017391085624695
3.668790102005005:	imu;	yaw,	-0.11126475036144257
3.6760401725769043:	imu;	yaw,	-0.11235557496547699
3.6798171997070312:	servo;	-14
3.682743549346924:	imu;	yaw,	-0.11344640702009201
3.687811851501465:	encoder;	counts,	5
3.73449444770813:	state;	y m,	1.3275918391|	vx,	-0.429244028982|	x,	-71.42084635526224|	x m,	-2.51443042834|	y,	42.42728974743384|	vy,	-0.697846620952|	angle,	4.31407411063|	ang v,	-0.610205446211
3.7349765300750732:	gps;	long,	-71.42082214355469|	lat,	42.427249908447266|	fix,	True
3.741150379180908:	imu;	yaw,	-0.11235557496547699
3.746349334716797:	imu;	yaw,	-0.11126475036144257
3.761174440383911:	servo;	-13
3.7633306980133057:	imu;	yaw,	-0.11017391085624695
3.7687454223632812:	encoder;	counts,	6
3.775280714035034:	imu;	yaw,	-0.11126475036144257
3.783189058303833:	imu;	yaw,	-0.11235557496547699
3.7887182235717773:	imu;	yaw,	-0.11344640702009201
3.7902657985687256:	servo;	-12
3.79372501373291:	imu;	yaw,	-0.11562806367874146
3.7979562282562256:	imu;	yaw,	-0.1178097277879715
3.800462245941162:	servo;	-11
3.8020143508911133:	encoder;	counts,	7
3.8079450130462646:	imu;	yaw,	-0.11999138444662094
3.815687894821167:	imu;	yaw,	-0.12435471266508102
3.817898988723755:	servo;	-10
3.8194210529327393:	imu;	yaw,	-0.1287180334329605
3.8227274417877197:	imu;	yaw,	-0.13199052214622498
3.82635235786438:	imu;	yaw,	-0.1330813616514206
3.830993175506592:	state;	y m,	1.54259563967|	vx,	-0.717479881571|	x,	-71.42084373645702|	x m,	-2.92074097164|	y,	42.427286094425654|	vy,	-1.49045997425|	angle,	4.29334084721|	ang v,	-0.557372319704
3.8313684463500977:	gps;	long,	-71.42082214355469|	lat,	42.427249908447266|	fix,	True
3.8344287872314453:	imu;	yaw,	-0.13199052214622498
3.8436996936798096:	encoder;	counts,	8
3.8885514736175537:	imu;	yaw,	-0.13526302576065063
3.898716688156128:	encoder;	counts,	9
3.927834987640381:	imu;	yaw,	-0.1385355144739151
3.97662091255188:	imu;	yaw,	-0.14071717858314514
3.985548496246338:	encoder;	counts,	10
3.9964818954467773:	imu;	yaw,	-0.14508050680160522
4.0061421394348145:	imu;	yaw,	-0.14617133140563965
4.011825084686279:	imu;	yaw,	-0.1483529955148697
4.017929792404175:	state;	y m,	1.6295481804|	vx,	-0.402419735553|	x,	-71.42084267735179|	x m,	-3.24643827462|	y,	42.427283166185475|	vy,	-0.707801956819|	angle,	4.27698017049|	ang v,	-0.756366474515
4.018326759338379:	gps;	long,	-71.42082214355469|	lat,	42.427249908447266|	fix,	True
4.07917332649231:	imu;	yaw,	-0.15162548422813416
4.089443683624268:	encoder;	counts,	11
4.097454786300659:	imu;	yaw,	-0.15271632373332977
4.107060194015503:	imu;	yaw,	-0.15162548422813416
4.11140513420105:	imu;	yaw,	-0.15053464472293854
4.125583171844482:	imu;	yaw,	-0.1494438201189041
4.167398452758789:	encoder;	counts,	12
4.175442218780518:	imu;	yaw,	-0.14726215600967407
4.186642169952393:	imu;	yaw,	-0.14617133140563965
4.192189693450928:	imu;	yaw,	-0.14508050680160522
4.1985156536102295:	encoder;	counts,	13
4.244835615158081:	imu;	yaw,	-0.1483529955148697
4.253509998321533:	imu;	yaw,	-0.15053464472293854
4.259375810623169:	imu;	yaw,	-0.15489797294139862
4.26558518409729:	imu;	yaw,	-0.1592613011598587
4.272978782653809:	state;	y m,	1.85970338366|	vx,	-0.175060894481|	x,	-71.42083987399977|	x m,	-3.96499412867|	y,	42.427276705879706|	vy,	-0.35911801498|	angle,	4.26502005242|	ang v,	-0.71553301185
4.273399114608765:	gps;	long,	-71.42082214355469|	lat,	42.427249908447266|	fix,	True
4.277189493179321:	imu;	yaw,	-0.16035214066505432
4.282397747039795:	encoder;	counts,	14
4.342970132827759:	imu;	yaw,	-0.16144296526908875
4.348632097244263:	imu;	yaw,	-0.1592613011598587
4.354534387588501:	imu;	yaw,	-0.15817046165466309
4.358873605728149:	imu;	yaw,	-0.1592613011598587
4.406936168670654:	imu;	yaw,	-0.16035214066505432
4.416157245635986:	encoder;	counts,	15
4.427116394042969:	imu;	yaw,	-0.1592613011598587
4.433716058731079:	imu;	yaw,	-0.15817046165466309
4.438592433929443:	imu;	yaw,	-0.15707963705062866
4.442688465118408:	imu;	yaw,	-0.15817046165466309
4.447545766830444:	encoder;	counts,	16
4.494286060333252:	imu;	yaw,	-0.1592613011598587
4.50185489654541:	imu;	yaw,	-0.16144296526908875
4.507924556732178:	imu;	yaw,	-0.16253378987312317
4.514558553695679:	encoder;	counts,	17
4.520406723022461:	state;	y m,	1.99007170821|	vx,	-0.401597390571|	x,	-71.4208382860784|	x m,	-4.22518535853|	y,	42.427274366583475|	vy,	-0.762875897355|	angle,	4.26389160995|	ang v,	-0.490328577046
4.520895481109619:	gps;	long,	-71.42082214355469|	lat,	42.427249908447266|	fix,	True
4.525517225265503:	imu;	yaw,	-0.16144296526908875
4.570862054824829:	imu;	yaw,	-0.16035214066505432
4.582102537155151:	encoder;	counts,	18
4.590045690536499:	imu;	yaw,	-0.15598881244659424
4.598001480102539:	imu;	yaw,	-0.15707963705062866
4.604840278625488:	encoder;	counts,	19
4.609623432159424:	imu;	yaw,	-0.15817046165466309
4.653447866439819:	imu;	yaw,	-0.16035214066505432
4.665438652038574:	imu;	yaw,	-0.16253378987312317
4.673695802688599:	encoder;	counts,	20
4.675692081451416:	servo;	0
4.6808342933654785:	imu;	yaw,	-0.1647154539823532
4.685100317001343:	servo;	-10
4.68718695640564:	state;	y m,	2.12115796957|	vx,	-0.403072929749|	x,	-71.42083668941265|	x m,	-4.52563404154|	y,	42.427271665345366|	vy,	-0.754705878137|	angle,	4.25952886772|	ang v,	-0.232539319469
4.6878485679626465:	gps;	long,	-71.42082214355469|	lat,	42.427249908447266|	fix,	True
4.6939308643341064:	imu;	yaw,	-0.16580627858638763
4.743647575378418:	imu;	yaw,	-0.16689711809158325
4.752688884735107:	encoder;	counts,	21
4.7584545612335205:	imu;	yaw,	-0.16580627858638763
4.771332502365112:	imu;	yaw,	-0.1647154539823532
4.77536153793335:	imu;	yaw,	-0.1636246293783188
4.7798497676849365:	encoder;	counts,	22
4.829586982727051:	imu;	yaw,	-0.1647154539823532
4.846781015396118:	imu;	yaw,	-0.16689711809158325
4.85450005531311:	encoder;	counts,	23
4.858920097351074:	imu;	yaw,	-0.16798794269561768
4.864642381668091:	imu;	yaw,	-0.16689711809158325
4.917084693908691:	imu;	yaw,	-0.16580627858638763
4.926573991775513:	encoder;	counts,	24
4.931534051895142:	imu;	yaw,	-0.1636246293783188
4.936964511871338:	imu;	yaw,	-0.16144296526908875
4.941950559616089:	imu;	yaw,	-0.16035214066505432
4.946795463562012:	imu;	yaw,	-0.16144296526908875
4.951321601867676:	encoder;	counts,	25
4.998229503631592:	imu;	yaw,	-0.1636246293783188
5.014783143997192:	imu;	yaw,	-0.16580627858638763
5.030593395233154:	imu;	yaw,	-0.16798794269561768
5.037945508956909:	imu;	yaw,	-0.17016960680484772
5.044399738311768:	imu;	yaw,	-0.17235127091407776
5.051780939102173:	imu;	yaw,	-0.17344209551811218
5.102870941162109:	encoder;	counts,	26
5.107896566390991:	imu;	yaw,	-0.17235127091407776
5.116519451141357:	imu;	yaw,	-0.1745329350233078
5.121617794036865:	imu;	yaw,	-0.17562375962734222
5.1289331912994385:	encoder;	counts,	27
5.133858680725098:	state;	y m,	2.38411526116|	vx,	-0.569182716504|	x,	-71.42083348652307|	x m,	-5.18336612781|	y,	42.42726575188634|	vy,	-0.896160622132|	angle,	4.2530580465|	ang v,	-0.37798772537
5.134295463562012:	gps;	long,	-71.42081451416016|	lat,	42.42725372314453|	fix,	True
5.179999351501465:	imu;	yaw,	-0.1745329350233078
5.187465190887451:	imu;	yaw,	-0.17344209551811218
5.195059537887573:	imu;	yaw,	-0.17235127091407776
5.207978963851929:	encoder;	counts,	28
5.213895082473755:	imu;	yaw,	-0.17344209551811218
5.249215364456177:	servo;	0
5.256375312805176:	servo;	-10
5.259136199951172:	imu;	yaw,	-0.1745329350233078
5.268115997314453:	imu;	yaw,	-0.17562375962734222
5.274609565734863:	imu;	yaw,	-0.17671458423137665
5.283298969268799:	encoder;	counts,	29
5.287362337112427:	imu;	yaw,	-0.17780540883541107
5.292629957199097:	imu;	yaw,	-0.1788962483406067
5.334521770477295:	servo;	0
5.337648868560791:	imu;	yaw,	-0.17780540883541107
5.344480752944946:	servo;	-10
5.34703254699707:	imu;	yaw,	-0.17671458423137665
5.354036331176758:	encoder;	counts,	30
5.362892389297485:	imu;	yaw,	-0.1745329350233078
5.366621255874634:	servo;	0
5.368118524551392:	state;	y m,	2.58995245389|	vx,	-0.413745162126|	x,	-71.42083097937031|	x m,	-5.35039080999|	y,	42.42726425022034|	vy,	-0.726886358878|	angle,	4.25195341813|	ang v,	-0.361706348583
5.368533134460449:	gps;	long,	-71.42081451416016|	lat,	42.42725372314453|	fix,	True
5.3733601570129395:	imu;	yaw,	-0.17344209551811218
5.407604217529297:	servo;	-10
5.426082372665405:	encoder;	counts,	31
5.432962656021118:	imu;	yaw,	-0.1745329350233078
5.439720153808594:	imu;	yaw,	-0.17562375962734222
5.447096824645996:	imu;	yaw,	-0.17780540883541107
5.4528968334198:	imu;	yaw,	-0.1788962483406067
5.500656843185425:	encoder;	counts,	32
5.50703239440918:	imu;	yaw,	-0.17780540883541107
5.5128703117370605:	imu;	yaw,	-0.17671458423137665
5.518747568130493:	encoder;	counts,	33
5.5244176387786865:	imu;	yaw,	-0.17780540883541107
5.530397653579712:	imu;	yaw,	-0.1799870878458023
5.576838254928589:	encoder;	counts,	34
5.594072580337524:	imu;	yaw,	-0.18107791244983673
5.602966785430908:	state;	y m,	2.76914950769|	vx,	-1.56814555272|	x,	-71.42082879670193|	x m,	-5.53216539901|	y,	42.42726261594268|	vy,	-2.84824814011|	angle,	4.24322851301|	ang v,	-0.523391619942
5.603618621826172:	gps;	long,	-71.42081451416016|	lat,	42.42725372314453|	fix,	True
5.609073877334595:	imu;	yaw,	-0.18216875195503235
5.651109933853149:	servo;	0
5.658843278884888:	servo;	-10
5.665696144104004:	imu;	yaw,	-0.18325957655906677
5.672004222869873:	encoder;	counts,	35
5.678631067276001:	imu;	yaw,	-0.18107791244983673
5.684551000595093:	imu;	yaw,	-0.1799870878458023
5.686597108840942:	servo;	-11
5.689396142959595:	imu;	yaw,	-0.17780540883541107
5.6940412521362305:	imu;	yaw,	-0.17671458423137665
5.703586101531982:	servo;	-12
5.7327611446380615:	servo;	-13
5.742533206939697:	encoder;	counts,	36
5.751685857772827:	imu;	yaw,	-0.17562375962734222
5.755406141281128:	servo;	-14
5.756986618041992:	imu;	yaw,	-0.1745329350233078
5.765236139297485:	imu;	yaw,	-0.17344209551811218
5.770172834396362:	imu;	yaw,	-0.17235127091407776
5.77325439453125:	imu;	yaw,	-0.17126044631004333
5.777513027191162:	imu;	yaw,	-0.17016960680484772
5.82734751701355:	encoder;	counts,	37
5.83202052116394:	servo;	-15
5.83496880531311:	imu;	yaw,	-0.1690787672996521
5.841670989990234:	state;	y m,	2.99071245021|	vx,	-0.324484747501|	x,	-71.42082609800559|	x m,	-5.72430330817|	y,	42.42726088849153|	vy,	-0.623883771616|	angle,	4.25523040581|	ang v,	-0.785210777306
5.843390464782715:	gps;	long,	-71.42081451416016|	lat,	42.42725372314453|	fix,	True
5.8451478481292725:	servo;	-16
5.849552392959595:	imu;	yaw,	-0.17016960680484772
5.854513883590698:	imu;	yaw,	-0.17126044631004333
5.8591578006744385:	encoder;	counts,	38
5.865250587463379:	imu;	yaw,	-0.17016960680484772
5.919158220291138:	imu;	yaw,	-0.17126044631004333
5.925067663192749:	imu;	yaw,	-0.17235127091407776
5.930883884429932:	encoder;	counts,	39
5.939576864242554:	imu;	yaw,	-0.17126044631004333
5.943618535995483:	imu;	yaw,	-0.17016960680484772
5.947601556777954:	encoder;	counts,	40
5.995685577392578:	imu;	yaw,	-0.17126044631004333
6.003711938858032:	imu;	yaw,	-0.17235127091407776
6.009925603866577:	imu;	yaw,	-0.17344209551811218
6.016224384307861:	imu;	yaw,	-0.17235127091407776
6.024167537689209:	encoder;	counts,	41
6.031398057937622:	imu;	yaw,	-0.17126044631004333
6.076524972915649:	imu;	yaw,	-0.17235127091407776
6.087043762207031:	imu;	yaw,	-0.17126044631004333
6.09517240524292:	imu;	yaw,	-0.17016960680484772
6.1048712730407715:	imu;	yaw,	-0.16798794269561768
6.112475872039795:	encoder;	counts,	42
6.118216514587402:	imu;	yaw,	-0.16689711809158325
6.123396396636963:	imu;	yaw,	-0.16580627858638763
6.13017463684082:	imu;	yaw,	-0.16689711809158325
6.176137924194336:	imu;	yaw,	-0.1690787672996521
6.184228181838989:	encoder;	counts,	43
6.20189642906189:	imu;	yaw,	-0.17016960680484772
6.207880735397339:	imu;	yaw,	-0.17344209551811218
6.212702035903931:	imu;	yaw,	-0.17671458423137665
6.2536461353302:	imu;	yaw,	-0.1788962483406067
6.267309665679932:	imu;	yaw,	-0.1799870878458023
6.271843433380127:	imu;	yaw,	-0.18107791244983673
6.28644585609436:	imu;	yaw,	-0.1799870878458023
6.2991931438446045:	encoder;	counts,	44
6.30483603477478:	imu;	yaw,	-0.1788962483406067
6.310316324234009:	state;	y m,	3.35832281465|	vx,	-0.31828397152|	x,	-71.42082162041268|	x m,	-6.04911390595|	y,	42.42725796822211|	vy,	-0.575326944672|	angle,	4.23347187932|	ang v,	-0.906909035951
6.310727119445801:	gps;	long,	-71.42080688476562|	lat,	42.4272575378418|	fix,	True
6.318734407424927:	imu;	yaw,	-0.17562375962734222
6.371178388595581:	imu;	yaw,	-0.17671458423137665
6.377009868621826:	imu;	yaw,	-0.17780540883541107
6.382477045059204:	imu;	yaw,	-0.1788962483406067
6.390370607376099:	encoder;	counts,	45
6.395500659942627:	imu;	yaw,	-0.1799870878458023
6.399947881698608:	imu;	yaw,	-0.18216875195503235
6.4489216804504395:	imu;	yaw,	-0.1843504160642624
6.459100961685181:	encoder;	counts,	46
6.468013525009155:	imu;	yaw,	-0.18544122576713562
6.473806619644165:	imu;	yaw,	-0.18653206527233124
6.479714870452881:	imu;	yaw,	-0.18762288987636566
6.485967397689819:	imu;	yaw,	-0.18871372938156128
6.533795356750488:	imu;	yaw,	-0.1898045688867569
6.539957761764526:	encoder;	counts,	47
6.547044515609741:	imu;	yaw,	-0.19198623299598694
6.568335294723511:	state;	y m,	3.68826094236|	vx,	-0.634707237177|	x,	-71.42081760167667|	x m,	-6.12180801513|	y,	42.427257314651186|	vy,	-0.875785660305|	angle,	4.19637092178|	ang v,	-0.579076842419
6.568744421005249:	gps;	long,	-71.42080688476562|	lat,	42.4272575378418|	fix,	True
6.574243783950806:	imu;	yaw,	-0.19089539349079132
6.624795913696289:	encoder;	counts,	48
6.637578725814819:	imu;	yaw,	-0.18762288987636566
6.646702527999878:	imu;	yaw,	-0.18544122576713562
6.652275323867798:	imu;	yaw,	-0.18871372938156128
6.656772613525391:	imu;	yaw,	-0.19307704269886017
6.707460880279541:	imu;	yaw,	-0.19634954631328583
6.712934970855713:	encoder;	counts,	49
6.723194599151611:	imu;	yaw,	-0.19853121042251587
6.729113340377808:	imu;	yaw,	-0.20180369913578033
6.734239101409912:	imu;	yaw,	-0.205076202750206
6.78380274772644:	imu;	yaw,	-0.20834867656230927
6.793027639389038:	imu;	yaw,	-0.2105303406715393
6.7961390018463135:	servo;	-15
6.798307180404663:	imu;	yaw,	-0.21162118017673492
6.808887004852295:	imu;	yaw,	-0.21271201968193054
6.814982652664185:	encoder;	counts,	50
6.818640232086182:	imu;	yaw,	-0.21380284428596497
6.820015907287598:	servo;	-14
6.823158025741577:	imu;	yaw,	-0.21162118017673492
6.8272154331207275:	imu;	yaw,	-0.21271201968193054
6.87535285949707:	imu;	yaw,	-0.21380284428596497
6.884544134140015:	encoder;	counts,	51
6.892693996429443:	imu;	yaw,	-0.21489368379116058
6.899690628051758:	state;	y m,	3.68826094236|	vx,	-0.634707237177|	x,	-71.42081760167667|	x m,	-6.12180801513|	y,	42.427257314651186|	vy,	-0.875785660305|	angle,	4.19637092178|	ang v,	-0.579076842419
6.900461435317993:	gps;	long,	-71.42080688476562|	lat,	42.4272575378418|	fix,	True
6.905271291732788:	imu;	yaw,	-0.21925699710845947
6.908997535705566:	imu;	yaw,	-0.22143866121768951
6.913704872131348:	imu;	yaw,	-0.22362031042575836
6.962879657745361:	encoder;	counts,	52
6.971448659896851:	imu;	yaw,	-0.23016531765460968
6.9766247272491455:	imu;	yaw,	-0.2312561273574829
6.986195087432861:	imu;	yaw,	-0.23234695196151733
6.991940259933472:	imu;	yaw,	-0.23343779146671295
6.997128009796143:	encoder;	counts,	53
7.049257278442383:	imu;	yaw,	-0.23234695196151733
7.054504156112671:	imu;	yaw,	-0.2312561273574829
7.06485390663147:	imu;	yaw,	-0.23016531765460968
7.073080778121948:	imu;	yaw,	-0.22907447814941406
7.092024326324463:	encoder;	counts,	54
7.097296237945557:	imu;	yaw,	-0.2312561273574829
7.100376129150391:	servo;	-13
7.102154016494751:	imu;	yaw,	-0.23452863097190857
