state x,state y,gps x,gps y,checkpoint x,checkpoint y
-71.42082226282733,42.42733922669112,0,0,0,0
-71.4208222714016,42.427339247159864,0,0,0,0
-71.42082228458888,42.42733926482598,0,0,0,0
-71.42082227806075,42.42733929317114,0,0,0,0
-71.42082226291555,42.42733932605252,0,0,0,0
-71.4208222556602,42.427339354332524,0,0,0,0
-71.42082227540874,42.42733936730837,0,0,0,0
-71.42082227674332,42.42733939010264,0,0,0,0
-71.42082227932019,42.42733941193601,0,0,0,0
-71.42082229327795,42.42733942728101,0,0,0,0
-71.42082229351466,42.427339449931566,0,0,0,0
-71.42082228825267,42.427339475379796,0,0,0,0
-71.42082230466563,42.42733948868322,0,0,0,0
-71.42082229010141,42.42733951872051,0,0,0,0
-71.42082229877714,42.427339535806254,0,0,0,0
-71.42082227460683,42.427339570663946,-71.42082977294922,42.427337646484375,0,0
-71.420822277804,42.4273395903293,0,0,0,0
-71.42082218393689,42.42733966283564,0,0,0,0
-71.42082218441665,42.42733968346955,0,0,0,0
-71.42082188855005,42.4273398656382,0,0,0,0
-71.4208219071425,42.42733987596501,0,0,0,0
-71.42082188057452,42.427339910736876,0,0,0,0
-71.42082188073213,42.427339930730845,0,0,0,0
-71.42082186884397,42.42733995710387,0,0,0,0
-71.42082184904281,42.42733998760296,0,0,0,0
-71.42082186012165,42.427340001104824,0,0,0,0
-71.42082173400067,42.427340089427,0,0,0,0
-71.42082159381145,42.427340185294895,0,0,0,0
-71.42082156547634,42.42734021983022,0,0,0,0
-71.42082163806654,42.427340199070855,0,0,0,0
-71.42082175048611,42.427340156396646,0,0,0,0
-71.4208218761758,42.427340106290536,0,0,0,0
-71.42082203781486,42.427340036433286,-71.42082977294922,42.427337646484375,0,0
-71.42082217462685,42.427339979907494,0,0,0,0
-71.42082234523657,42.42733990480923,0,0,0,0
-71.42082253867926,42.42733981731178,0,0,0,0
-71.42082266276327,42.427339767409,0,0,0,0
-71.42082283702993,42.42733969026979,0,0,0,0
-71.42082297933338,42.427339630245825,0,0,0,0
-71.42082313555953,42.427339562555524,0,0,0,0
-71.4208232879486,42.42733949677787,0,0,0,0
-71.42082341186652,42.42733944616547,0,0,0,0
-71.42082353588613,42.42733939531599,0,0,0,0
-71.42082365578966,42.42733934652409,0,0,0,0
-71.42082382039347,42.42733927340825,0,0,0,0
-71.42082396869777,42.42733920894696,0,0,0,0
-71.4208241168405,42.42733914441924,0,0,0,0
-71.42082418080663,42.42733912547157,0,0,0,0
-71.42082420109979,42.42733913011925,0,0,0,0
-71.42082419890536,42.427339146885544,0,0,0,0
-71.42082416719721,42.427339179655704,0,0,0,0
-71.42082409133194,42.42733923646751,0,0,0,0
-71.42082408330339,42.42733925593763,0,0,0,0
-71.42082407335778,42.42733927648394,0,0,0,0
-71.42082405809344,42.42733929996736,0,0,0,0
-71.42082400398078,42.427339344878355,-71.42082977294922,42.427337646484375,0,0
-71.42082400922115,42.42733935679863,0,0,0,0
-71.42082399206178,42.42733938099449,0,0,0,0
-71.4208239539817,42.427339416914414,0,0,0,0
-71.42082391834583,42.42733945158879,0,0,0,0
-71.42082388947019,42.42733948241127,0,0,0,0
-71.42082364332002,42.42733963502687,0,0,0,0
-71.42082358931387,42.427339679708936,0,0,0,0
-71.42082358204965,42.427339698129956,0,0,0,0
-71.42082358227937,42.42733971226061,0,0,0,0
-71.42082358439231,42.42733972522594,0,0,0,0
-71.42082354655672,42.427339760636734,0,0,0,0
-71.42082353740582,42.427339779714025,0,0,0,0
-71.42082351274755,42.42733980742135,0,0,0,0
-71.42082350885636,42.427339823431396,0,0,0,0
-71.42082352230167,42.42733982956425,0,0,0,0
-71.42082351595568,42.42733984688017,0,0,0,0
-71.42082348608015,42.42733987751058,0,0,0,0
-71.42082348608015,42.42733987751058,0,0,-71.42072841525078,42.427317303445385
-71.42082344296443,42.427339915576674,0,0,0,0
-71.42082341667738,42.4273399439081,0,0,0,0
-71.42082338104349,42.42733997744617,0,0,0,0
-71.4208233935925,42.42733998349554,0,0,0,0
-71.42082337123723,42.42734000959196,0,0,0,0
-71.42082334341421,42.4273400388072,-71.42082977294922,42.427337646484375,0,0
-71.42082335356999,42.427340046016376,0,0,0,0
-71.42082336894185,42.42734005009282,0,0,0,0
-71.42082335466307,42.42734007116275,0,0,0,0
-71.42082335717957,42.42734008253678,0,0,0,0
-71.42082324619459,42.42734015979787,0,0,0,0
-71.42082322435924,42.427340185219414,0,0,0,0
-71.42082321974453,42.427340200512724,0,0,0,0
-71.4208231749222,42.427340239240266,0,0,0,0
-71.42082314961387,42.42734026661311,0,0,0,0
-71.42082308904295,42.42734031455481,0,0,0,0
-71.4208229705303,42.427340396338906,0,0,0,0
-71.4208229385458,42.42734042762085,0,0,0,0
-71.42082293802825,42.427340440412635,0,0,0,0
-71.42082289488364,42.427340478355774,0,0,0,0
-71.4208228925519,42.42734049205571,0,0,0,0
-71.4208228432695,42.42734053345397,0,0,0,0
-71.42082284056873,42.427340547143835,0,0,0,0
-71.42082280132026,42.42734058225659,0,0,0,0
-71.42082271173909,42.42734064681046,-71.42082977294922,42.427337646484375,0,0
-71.42082270615596,42.42734066163197,0,0,0,0
-71.42082269045974,42.42734068228731,0,0,0,0
-71.42082260491424,42.42734074397943,0,0,0,0
-71.42082262064173,42.42734074577051,0,0,0,0
-71.42082262349165,42.42734075495258,0,0,0,0
-71.42082262639936,42.42734076395371,0,0,0,0
-71.42082263693078,42.427340768370065,0,0,0,0
-71.42082263748244,42.427340778517404,0,0,0,0
-71.42082256262583,42.42734083212963,0,0,0,0
-71.42082255935128,42.427340843624215,0,0,0,0
-71.42082255211322,42.427340857221566,0,0,0,0
-71.42082238138667,42.42734096461739,0,0,0,0
-71.42082238046291,42.42734097434611,0,0,0,0
-71.42082239043874,42.427340977554394,0,0,0,0
-71.42082238962844,42.427340986713716,0,0,0,0
-71.42082238231357,42.42734099942146,0,0,0,0
-71.42082240150019,42.427340996945375,0,0,0,0
-71.42082238652927,42.42734101379637,-71.42082977294922,42.427337646484375,0,0
-71.42082239436522,42.4273410175965,0,0,0,0
-71.4208224000904,42.42734102212521,0,0,0,0
-71.42082240046402,42.4273410292384,0,0,0,0
-71.42082241996944,42.4273410255073,0,0,0,0
-71.42082233543906,42.42734107946625,0,0,0,0
-71.42082231125084,42.42734109980759,0,0,0,0
-71.42082233011834,42.42734109609474,0,0,0,0
-71.42082232561631,42.42734110520755,0,0,0,0
-71.42082221031325,42.427341175471824,0,0,0,0
-71.42082219672551,42.427341189435445,0,0,0,0
-71.42082216039533,42.4273412158973,0,0,0,0
-71.42082209170495,42.427341260172625,0,0,0,0
-71.42082216620595,42.42734122546726,0,0,0,0
-71.42082226614095,42.427341176781226,0,0,0,0
-71.42082243054415,42.427341092946506,0,0,0,0
-71.42082257833341,42.42734101799606,0,0,0,0
-71.42082273373232,42.4273409388314,0,0,0,0
-71.42082287983828,42.427340864663115,0,0,0,0
-71.42082300200887,42.427340803734445,0,0,0,0
-71.42082313135289,42.42734073908519,0,0,0,0
-71.42082327804215,42.427340665200944,-71.42082977294922,42.427337646484375,0,0
-71.42082341149468,42.42734059839185,0,0,0,0
-71.42082370635353,42.42734044535779,0,0,0,0
-71.42082382327382,42.427340387562076,0,0,0,0
-71.42082394370834,42.42734032791925,0,0,0,0
-71.42082407177581,42.42734026425691,0,0,0,0
-71.42082428212692,42.4273401571825,0,0,0,0
-71.42082441299085,42.427340092006716,0,0,0,0
-71.42082454583607,42.427340025751995,0,0,0,0
-71.42082464770957,42.427339976068716,0,0,0,0
-71.42082477993077,42.427339910772176,0,0,0,0
-71.4208250309336,42.427339784186685,0,0,0,0
-71.42082522715344,42.42733968620107,0,0,0,0
-71.42082534906083,42.42733962655059,0,0,0,0
-71.42082547420033,42.42733956523541,0,0,0,0
-71.42082562324549,42.427339491644766,0,0,0,0
-71.42082582923504,42.42733938883543,-71.42082977294922,42.427337646484375,0,0
-71.42082597092538,42.42733931896984,0,0,0,0
-71.42082608597319,42.42733926302119,0,0,0,0
-71.42082616616068,42.4273392249531,0,0,0,0
-71.42082635256553,42.427339133328005,0,0,0,0
-71.42082645343105,42.427339084879534,0,0,0,0
-71.4208266019696,42.42733901242266,0,0,0,0
-71.42082670256768,42.42733896408197,0,0,0,0
-71.4208267864427,42.427338924370744,0,0,0,0
-71.42082695019627,42.42733884513725,0,0,0,0
-71.42082705801731,42.427338793774325,0,0,0,0
-71.42082713688507,42.427338756737356,0,0,0,0
-71.42082727915377,42.42733868837083,0,0,0,0
-71.4208273852426,42.42733863786373,0,0,0,0
-71.42082746158883,42.42733860221483,0,0,0,0
-71.42082755802625,42.42733855685588,0,0,0,0
-71.42082764729055,42.42733851506003,0,0,0,0
-71.42082784170425,42.4273384221098,0,0,0,0
-71.4208279267164,42.427338382390886,0,0,0,0
-71.42082801570643,42.427338340724035,0,0,0,0
-71.42082797195857,42.42733825186237,-71.42081451416016,42.42733383178711,0,0
-71.42082783863981,42.427338192524935,0,0,0,0
-71.42082766765643,42.427338132960834,0,0,0,0
-71.42082747682879,42.42733807809799,0,0,0,0
-71.42082722311298,42.42733801602492,0,0,0,0
-71.42082702120504,42.4273379637459,0,0,0,0
-71.42082680527193,42.427337909920226,0,0,0,0
-71.42082660489271,42.4273378584829,0,0,0,0
-71.42082627746446,42.427337789584726,0,0,0,0
-71.42082605760258,42.427337735894696,0,0,0,0
-71.42082587567697,42.427337687717035,0,0,0,0
-71.42082565133052,42.4273376338578,0,0,0,0
-71.42082546387174,42.42733758523269,0,0,0,0
-71.42082526138722,42.427337534577845,0,0,0,0
-71.4208250589797,42.42733748408694,0,0,0,0
-71.42082486401664,42.427337434851474,0,0,0,0
-71.42082467781218,42.42733738707463,0,0,0,0
-71.42082445890672,42.427337334813956,0,0,0,0
-71.42082426650953,42.42733728633377,0,0,0,0
-71.42082407613616,42.427337238153356,0,0,0,0
-71.42082381229599,42.42733717917123,0,0,0,0
-71.42082361715279,42.427337130565434,-71.42081451416016,42.42733383178711,0,0
-71.42082342941423,42.42733708324753,0,0,0,0
-71.42082318484803,42.42733702763408,0,0,0,0
-71.42082300857777,42.427336982404114,0,0,0,0
-71.42082286183981,42.427336941596195,0,0,0,0
-71.42082268406888,42.42733689604693,0,0,0,0
-71.42082248617201,42.42733684742128,0,0,0,0
-71.42082231091153,42.42733680244081,0,0,0,0
-71.42082214957126,42.42733675979248,0,0,0,0
-71.42082198369211,42.427336716601445,0,0,0,0
-71.42082185170945,42.4273366786599,0,0,0,0
-71.42082170830393,42.42733663890276,0,0,0,0
-71.42082145780601,42.42733658175096,0,0,0,0
-71.42082130131769,42.42733654007304,0,0,0,0
-71.4208211442002,42.427336498441186,0,0,0,0
-71.42082098788651,42.42733645709432,0,0,0,0
-71.42082081628327,42.42733641339391,0,0,0,0
-71.42082068163411,42.427336375662556,0,0,0,0
-71.42082056147186,42.42733634031776,0,0,0,0
-71.42082042975784,42.42733630305726,0,0,0,0
-71.4208202882921,42.427336264216684,0,0,0,0
-71.42082014495608,42.4273362251767,-71.42081451416016,42.42733383178711,0,0
-71.42082003577772,42.427336192175744,0,0,0,0
-71.42081986674447,42.42733614896427,0,0,0,0
-71.42081976752512,42.42733611776175,0,0,0,0
-71.42081963330233,42.42733608038113,0,0,0,0
-71.42081945546975,42.42733603522446,0,0,0,0
-71.42081930696862,42.42733599542577,0,0,0,0
-71.42081914192346,42.42733595276517,0,0,0,0
-71.4208190217742,42.427335918117635,0,0,0,0
-71.42081889138449,42.42733588159897,0,0,0,0
-71.42081874182794,42.42733584160667,0,0,0,0
-71.42081860509997,42.42733580408399,0,0,0,0
-71.42081846301683,42.42733576568205,0,0,0,0
-71.42081833310914,42.42733572965232,0,0,0,0
-71.42081814672306,42.427335683275594,0,0,0,0
-71.42081805850503,42.427335655030184,0,0,0,0
-71.42081792881915,42.42733561895586,0,0,0,0
-71.42081777675202,42.42733557861706,0,0,0,0
-71.42081764562118,42.427335542344785,0,0,0,0
-71.42081753497894,42.42733551009381,0,0,0,0
-71.42081743403973,42.427335479808164,0,0,0,0
-71.42081732573368,42.42733544821742,0,0,0,0
-71.42081716288617,42.427335406276754,-71.42081451416016,42.42733383178711,0,0
-71.42081708205572,42.427335379975325,0,0,0,0
-71.42081698339707,42.42733535014703,0,0,0,0
-71.42081684632375,42.427335312701075,0,0,0,0
-71.4208167443066,42.427335282269674,0,0,0,0
-71.42081664220564,42.42733525190708,0,0,0,0
-71.42081653724405,42.427335221067366,0,0,0,0
-71.42081644039956,42.42733519165987,0,0,0,0
-71.42081633450107,42.4273351602615,0,0,0,0
-71.42081622540515,42.42733512820302,0,0,0,0
-71.42081612980098,42.42733509900068,0,0,0,0
-71.42081602051887,42.427335067040694,0,0,0,0
-71.42081593926702,42.42733504098861,0,0,0,0
-71.4208158371501,42.42733501069282,0,0,0,0
-71.42081572035943,42.42733497743876,0,0,0,0
-71.42081565755045,42.42733495529324,0,0,0,0
-71.42081554534371,42.42733492257148,0,0,0,0
-71.4208154687422,42.42733489744141,0,0,0,0
-71.42081538390477,42.42733487059015,0,0,0,0
-71.42081529443273,42.42733484280829,0,0,0,0
-71.42081522091787,42.42733481855003,0,0,0,0
-71.42081512311948,42.427334789128714,0,0,0,0
-71.42081505531712,42.427334766093274,0,0,0,0
-71.42081499453191,42.42733474456051,0,0,0,0
-71.4208147267731,42.4273346728947,-71.4207992553711,42.427330017089844,0,0
-71.42081447007885,42.42733460376572,0,0,0,0
-71.42081427413657,42.42733454823398,0,0,0,0
-71.42081402862114,42.4273344818106,0,0,0,0
-71.42081378597959,42.42733441443085,0,0,0,0
-71.42081355583822,42.427334348646035,0,0,0,0
-71.4208133464327,42.42733428786834,0,0,0,0
-71.42081308821969,42.427334214078684,0,0,0,0
-71.42081290225528,42.42733415945009,0,0,0,0
-71.42081263755195,42.42733408388464,0,0,0,0
-71.42081240158525,42.42733401601128,0,0,0,0
-71.42081217090207,42.42733394941773,0,0,0,0
-71.4208119650079,42.42733388936535,0,0,0,0
-71.42081172311035,42.42733381953845,0,0,0,0
-71.42081152659951,42.42733376203231,0,0,0,0
-71.42081132629836,42.42733370353017,0,0,0,0
-71.42081114880891,42.42733365126175,0,0,0,0
-71.42081095470489,42.42733359451912,0,0,0,0
-71.42081070573919,42.42733352291136,0,0,0,0
-71.4208105516759,42.427333476978276,0,0,0,0
-71.42081036013266,42.42733342068073,0,0,0,0
-71.42081017162984,42.42733336517222,0,0,0,0
-71.42080997144203,42.42733330641705,-71.4207992553711,42.427330017089844,0,0
-71.42080978001862,42.42733325011419,0,0,0,0
-71.42080958072529,42.4273331916487,0,0,0,0
-71.42080941458438,42.42733314243033,0,0,0,0
-71.42080924708446,42.42733309272697,0,0,0,0
-71.42080907619828,42.42733304197105,0,0,0,0
-71.42080890695672,42.427332991652186,0,0,0,0
-71.42080869449126,42.427332929107294,0,0,0,0
-71.42080853448743,42.42733288142364,0,0,0,0
-71.4208083653689,42.42733283118077,0,0,0,0
-71.42080812819697,42.4273327616906,0,0,0,0
-71.42080797598949,42.42733271608349,0,0,0,0
-71.42080782407373,42.42733267045912,0,0,0,0
-71.42080765993595,42.42733262126162,0,0,0,0
-71.42080734638618,42.42733252881668,0,0,0,0
-71.42080719760649,42.427332484075414,0,0,0,0
-71.42080698455014,42.42733242076086,0,0,0,0
