,servo_steering,gps,,encoder,imu,,,,
timestamp,position,lat,long,counts,accel_x,accel_y,gyro_z,yaw,compass
5.218038082122803,63,40.44361877441406,79.94062042236328,0,0.0,0.029999999329447746,0.03222222253680229,2.5625,3.8733837604522705
5.2324700355529785,63,40.44361877441406,79.94062042236328,0,-0.20000000298023224,-0.029999999329447746,0.03444444388151169,2.5625,3.8818602561950684
5.247274160385132,63,40.44361877441406,79.94062042236328,0,-0.20000000298023224,-0.029999999329447746,0.03444444388151169,2.5625,3.8818602561950684
5.2621376514434814,63,40.44361877441406,79.94062042236328,0,0.009999999776482582,-0.10000000149011612,0.03444444388151169,2.5625,3.840181827545166
5.276670455932617,63,40.44361877441406,79.94062042236328,0,0.009999999776482582,-0.10000000149011612,0.03444444388151169,2.5625,3.840181827545166
5.2913713455200195,47,40.44361877441406,79.94062042236328,0,-0.27000001072883606,-0.10000000149011612,0.036666665226221085,2.5625,3.840181827545166
5.306952238082886,45,40.44361877441406,79.94062042236328,0,-0.27000001072883606,-0.10000000149011612,0.036666665226221085,2.5625,3.840181827545166
5.321257829666138,41,40.44361877441406,79.94062042236328,0,0.12999999523162842,-0.15000000596046448,0.03222222253680229,2.5625,3.820373296737671
5.336486577987671,41,40.44361877441406,79.94062042236328,0,0.12999999523162842,-0.15000000596046448,0.03222222253680229,2.5625,3.820373296737671
5.350885391235352,13,40.44361877441406,79.94062042236328,0,1.6699999570846558,0.0,0.02222222276031971,2.5625,3.820373296737671
5.3658764362335205,-17,40.44361877441406,79.94062042236328,0,1.6699999570846558,0.0,0.02222222276031971,2.5625,3.820373296737671
5.380053520202637,-25,40.44361877441406,79.94062042236328,0,0.8299999833106995,0.0,-0.006666666828095913,2.5625,3.878452777862549
5.394591569900513,-69,40.44361877441406,79.94062042236328,0,0.8299999833106995,0.0,-0.006666666828095913,2.5625,3.878452777862549
5.408758640289307,-89,40.44361877441406,79.94062042236328,0,0.44999998807907104,-0.12999999523162842,-0.017777778208255768,2.5625,3.878452777862549
5.423910617828369,-90,40.44361877441406,79.94062042236328,0,0.44999998807907104,-0.12999999523162842,-0.017777778208255768,2.5625,3.878452777862549
5.438318967819214,-90,40.44361877441406,79.94062042236328,0,-0.38999998569488525,-0.12999999523162842,-0.008888889104127884,2.5625,3.878452777862549
5.453497886657715,-90,40.44361877441406,79.94062042236328,0,-0.38999998569488525,-0.12999999523162842,-0.008888889104127884,2.5625,3.878452777862549
5.467988967895508,-90,40.44361877441406,79.94062042236328,0,0.7200000286102295,-0.029999999329447746,-0.004444444552063942,2.5625,3.8441247940063477
5.48291540145874,-90,40.44361877441406,79.94062042236328,0,0.7200000286102295,-0.029999999329447746,-0.004444444552063942,2.5625,3.8441247940063477
5.4975080490112305,-90,40.44361877441406,79.94062042236328,0,0.7200000286102295,-0.029999999329447746,-0.004444444552063942,2.5625,3.8441247940063477
5.512314081192017,-90,40.44361877441406,79.94062042236328,0,-0.07999999821186066,-0.05000000074505806,-0.028888888657093048,2.5625,3.8441247940063477
5.526464462280273,-90,40.44361877441406,79.94062042236328,0,-0.07999999821186066,-0.05000000074505806,-0.028888888657093048,2.5625,3.8441247940063477
5.541100978851318,-90,40.44361877441406,79.94062042236328,0,-0.47999998927116394,-0.14000000059604645,-0.031111111864447594,2.5625,3.8758411407470703
5.556717395782471,-90,40.44361877441406,79.94062042236328,0,-0.47999998927116394,-0.14000000059604645,-0.031111111864447594,2.5625,3.8758411407470703
5.57092547416687,-90,40.44361877441406,79.94062042236328,0,-0.33000001311302185,-0.009999999776482582,-0.013333333656191826,2.5625,3.8565003871917725
5.5858423709869385,-90,40.44361877441406,79.94062042236328,0,-0.33000001311302185,-0.009999999776482582,-0.013333333656191826,2.5625,3.8565003871917725
5.600054979324341,-90,40.44361877441406,79.94062042236328,0,0.20000000298023224,0.029999999329447746,-0.018888888880610466,2.5625,3.8565003871917725
5.614528656005859,-90,40.44361877441406,79.94062042236328,0,0.20000000298023224,0.029999999329447746,-0.018888888880610466,2.5625,3.8565003871917725
5.628702878952026,-90,40.44361877441406,79.94062042236328,0,0.20000000298023224,0.029999999329447746,-0.018888888880610466,2.5625,3.8565003871917725
5.643993139266968,-90,40.44361877441406,79.94062042236328,0,0.029999999329447746,0.0,-0.021111110225319862,2.5625,3.876131772994995
5.658470153808594,-90,40.44361877441406,79.94062042236328,0,-0.11999999731779099,0.009999999776482582,-0.019999999552965164,2.5625,3.876131772994995
