,servo,gps,,,,,,,,,,,,,,encoder,imu,,,,,,,,,,,,,,,,,,,,
timestamp,angle,lat deg,lat min,long deg,long min,speed x,speed y,speed z,heading,altitude,satellites in view,satellites in use,hdop,pdop,vdop,counts,accel x,accel y,accel z,gyro x,gyro y,gyro z,euler x,euler y,euler z,quat w,quat x,quat y,quat z,temperature,grav x,grav y,grav z,mag x,mag y,mag z,compass
1423,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1435,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1452,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1463,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1491,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1502,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1513,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1535,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1557,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1575,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1587,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1602,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1633,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1643,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1673,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1701,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1713,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1724,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1741,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1763,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1780,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1792,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1802,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1820,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1832,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1869,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1880,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1891,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1909,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1921,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1949,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1961,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2051,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2068,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2084,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2128,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2138,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2168,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2178,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2196,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2208,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2219,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2301,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2312,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2322,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2340,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2351,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2362,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2388,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2399,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2410,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2430,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2441,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2451,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2469,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2480,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2491,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2510,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2521,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2531,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2549,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2560,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2570,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2588,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2599,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2614,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2636,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2647,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2658,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2677,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2688,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2699,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2718,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2729,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2739,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2757,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2768,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2779,0,40,26.6176,79,56.4369,0.08000001,0.09208001,0.14816,222.96,0.0,10,0,1.15,1.44,0.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
