,servo_steering,gps,,,encoder,imu,,,
timestamp,position,lat,long,heading,counts,accel_x,accel_y,yaw,compass
0.061188459396362305,33,,,,0,0.0,0.10999999940395355,1.4846206903457642,4.886434555053711
0.08196043968200684,33,,,,0,0.0,0.10999999940395355,1.4846206903457642,4.890264511108398
0.09161686897277832,33,,,,,0.009999999776482582,0.10999999940395355,1.4846206903457642,4.938902854919434
0.1077582836151123,33,,,,,-0.009999999776482582,0.10999999940395355,1.4846206903457642,4.938902854919434
0.1319563388824463,33,,,,,0.0,0.10000000149011612,1.4846206903457642,4.938902854919434
0.1611340045928955,33,,,,,-0.019999999552965164,0.11999999731779099,1.4846206903457642,4.893585681915283
0.16300630569458008,33,,,,,,,,
0.17579102516174316,33,,,,,0.009999999776482582,0.10000000149011612,1.4846206903457642,4.893585681915283
0.19127988815307617,33,,,,,,,,
0.20557308197021484,33,,,,,0.009999999776482582,0.09000000357627869,1.4846206903457642,4.890264511108398
0.21839380264282227,33,,,,,,,,
0.23627734184265137,33,,,,,0.019999999552965164,0.09000000357627869,1.4846206903457642,4.878671646118164
0.2513620853424072,33,,,,,,,,
0.27955126762390137,33,,,,,0.0,0.10000000149011612,1.4846206903457642,4.878671646118164
0.2852604389190674,33,,,,,0.0,0.10000000149011612,1.4846206903457642,4.85909366607666
0.30112147331237793,33,,,,,0.009999999776482582,0.10000000149011612,1.4846206903457642,4.85909366607666
0.3138234615325928,33,,,,,0.009999999776482582,0.10999999940395355,1.4846206903457642,4.85909366607666
0.3313119411468506,33,,,,,0.0,0.10999999940395355,1.4846206903457642,4.85909366607666
0.34654664993286133,33,,,,,0.0,0.10000000149011612,1.4846206903457642,4.907670497894287
0.34978652000427246,33,,,,,,,,
0.36115407943725586,33,,,,,,,,
0.37621188163757324,33,,,,,0.0,0.09000000357627869,1.4846206903457642,4.907670497894287
0.39110398292541504,33,,,,,-0.009999999776482582,0.11999999731779099,1.4846206903457642,4.920279026031494
0.40975117683410645,33,,,,,,,,
0.43097376823425293,33,,,,,0.0,0.11999999731779099,1.4846206903457642,4.920279026031494
0.43434834480285645,33,,,,,,,,
0.4511380195617676,33,,,,,,,,
0.47168469429016113,33,,,,,0.0,0.10999999940395355,1.4846206903457642,4.868614673614502
0.50559401512146,33,,,,,,,,
0.5090608596801758,33,,,,,0.009999999776482582,0.10999999940395355,1.4846206903457642,4.893585681915283
0.5191826820373535,33,,,,,,,,
0.5387039184570312,33,,,,,-0.019999999552965164,0.10999999940395355,1.4846206903457642,4.895869255065918
0.5507493019104004,33,,,,,0.0,0.11999999731779099,1.4846206903457642,4.895869255065918
0.5711183547973633,33,,,,,,,,
0.5884478092193604,33,,,,,0.009999999776482582,0.11999999731779099,1.4846206903457642,4.920279026031494
0.6010687351226807,33,,,,,0.0,0.10000000149011612,1.4846206903457642,4.920279026031494
0.6287171840667725,33,,,,,0.0,0.10999999940395355,1.4846206903457642,4.920279026031494
0.6421248912811279,33,,,,,0.009999999776482582,0.09000000357627869,1.4846206903457642,4.933885097503662
0.6596081256866455,33,,,,,0.0,0.09000000357627869,1.4846206903457642,4.933885097503662
0.6710891723632812,33,,,,,0.0,0.10999999940395355,1.4846206903457642,4.933885097503662
0.7010374069213867,33,,,,,0.0,0.12999999523162842,1.4846206903457642,4.878671646118164
0.7110648155212402,33,,,,,,,,
0.7235434055328369,33,,,,,,,,
0.7378277778625488,33,,,,,0.0,0.10000000149011612,1.4846206903457642,4.938902854919434
0.7510895729064941,33,,,,,,,,
0.7648758888244629,33,,,,,,,,
0.7810771465301514,33,,,,,0.0,0.10000000149011612,1.4846206903457642,4.938902854919434
0.8060972690582275,33,,,,,,,,
0.8128931522369385,33,,,,,,,,
0.836223840713501,33,,,,,,,,
0.8527956008911133,33,,,,,,,,
0.8729872703552246,33,,,,,0.019999999552965164,0.12999999523162842,1.4846206903457642,4.87506103515625
0.8842053413391113,33,,,,,0.019999999552965164,0.10999999940395355,1.4846206903457642,4.87506103515625
0.8946785926818848,33,,,,,0.0,0.11999999731779099,1.4846206903457642,4.868614673614502
0.9010567665100098,33,,,,,,,,
0.9189572334289551,33,,,,,0.0,0.09000000357627869,1.4846206903457642,4.868614673614502
0.9299921989440918,33,,,,,-0.009999999776482582,0.07999999821186066,1.4846206903457642,4.868614673614502
0.9445610046386719,33,,,,,,,,
0.9613087177276611,33,,,,,,,,
0.979257345199585,33,,,,,0.0,0.10000000149011612,1.4846206903457642,4.893585681915283
0.9900116920471191,33,,,,,0.009999999776482582,0.10000000149011612,1.4846206903457642,4.835474967956543
1.0010685920715332,33,,,,,0.0,0.10000000149011612,1.4846206903457642,4.835474967956543
1.022728681564331,33,,,,,0.0,0.10000000149011612,1.4846206903457642,4.835474967956543
1.0289111137390137,33,,,,,0.0,0.09000000357627869,1.4846206903457642,4.835474967956543
1.04921293258667,33,,,,,0.0,0.10000000149011612,1.4846206903457642,4.861620903015137
1.0536386966705322,33,,,,,,,,
1.071180820465088,33,,,,,,,,
1.0874319076538086,33,,,,,0.0,0.09000000357627869,1.4846206903457642,4.829044342041016
1.1012616157531738,33,,,,,,,,
1.1110682487487793,33,,,,,,,,
1.1245107650756836,33,,,,,0.0,0.10999999940395355,1.4846206903457642,4.829044342041016
