long, lat
-71.42086252570152, 42.4273123538726
-71.42085247000115, 42.427301991266006
-71.42085089431534, 42.42730346622496
-71.42084954637453, 42.427304922661534
-71.42084907559767, 42.42730599102538
-71.42084824353996, 42.427307518780296
-71.42084821340673, 42.427308555130715
-71.42084811242225, 42.42730975833875
-71.4208481159639, 42.42731100047641
-71.4208480781273, 42.42731214535927
-71.42084815701939, 42.42731309705056
-71.42084856443432, 42.42731396103238
-71.4208491984539, 42.42731473997156
-71.42085004123906, 42.42731535908607
-71.42085071504111, 42.42731597081241
-71.42085172649372, 42.427316344294276
-71.42085269297117, 42.42731664646794
-71.4208533127888, 42.427317150453085
-71.42085424280185, 42.42731735371438
-71.42085480079452, 42.427317779968824
-71.4208551765619, 42.42731826225262
-71.4208557780857, 42.42731848321149
-71.42085628225466, 42.427318790471695
-71.42085647933958, 42.42731919432663
-71.4208572720662, 42.42731919721623
-71.42085782806511, 42.4273192696589
-71.42085825886001, 42.42731942677726
-71.42085878722921, 42.42731945367121
-71.42085876981062, 42.42731985584702
-71.4208591076973, 42.427319947537335
-71.42085963445491, 42.427319894296566
-71.42085955449936, 42.42732024368742
-71.42085950438661, 42.42732053528977
-71.42085906338016, 42.42732062935429
-71.42085883133683, 42.427320550355816
-71.4208581767185, 42.42732081248641
-71.42085776949749, 42.42732090431193
-71.42085740708823, 42.427320990281366
-71.42085734647907, 42.42732086706138
-71.42085679407971, 42.42732094288579
-71.42085568387932, 42.427321100515414
-71.42085512348105, 42.427320884193904
-71.42085459422586, 42.427320740762106
-71.42085394260224, 42.42732071661861
-71.42085338270448, 42.42732068238185
-71.4208526863083, 42.427320766185765
-71.42085237791669, 42.427320623568036
-71.42085201925119, 42.427320580600956
-71.42085127954464, 42.42732054517875
-71.42084944624243, 42.427320272577255
-71.42084761230566, 42.42732018886706
-71.42084610773422, 42.42732003114231
-71.42084518707578, 42.42731947664559
-71.42084407633085, 42.427319246710695
-71.42084299482335, 42.42731905048009
-71.42084188597676, 42.42731906859519
-71.42084122650458, 42.427318882263535
-71.42083958191854, 42.427318193771406
-71.42083752328283, 42.427317833861004
-71.42083536962076, 42.42731763992089
-71.4208336858748, 42.42731740570573
-71.42083227002149, 42.427316993560844
-71.42083071640498, 42.42731687785718
-71.42082959406254, 42.42731652855914
-71.42082855919683, 42.42731627100484
-71.42082746074523, 42.42731610958343
-71.42082666578312, 42.42731587191587
-71.4208257528045, 42.427315714316435
-71.420825037134, 42.42731550764626
-71.42082444495944, 42.42731527706497
-71.42082300416621, 42.42731534589176
-71.42082204302515, 42.42731507238397
-71.42082085450963, 42.42731500135297
-71.42081979296115, 42.42731496009978
-71.42081904514347, 42.42731475153565
-71.42081799666384, 42.42731483529019
-71.42081724194414, 42.42731466129129
-71.42081533062328, 42.42731445784003
-71.42081378516767, 42.42731418451176
-71.42081224176745, 42.42731403534944
-71.42081047104351, 42.427314180283254
-71.42080912291888, 42.427314120490834
-71.4208081456926, 42.42731382094148
-71.42080622614817, 42.42731390402143
-71.42080380915978, 42.427313968715865
-71.42080179414485, 42.427313808131046
-71.42079980352446, 42.42731383551829
-71.4207978131908, 42.42731397969987
-71.4207964011255, 42.42731387016535
-71.42079492198222, 42.427313836910585
-71.4207936845208, 42.42731382380903
-71.42079231641446, 42.42731407402501
-71.4207902820229, 42.4273137292028
-71.42078812653453, 42.42731335549201
-71.42078582462702, 42.427313131117835
-71.42078379584791, 42.42731308254033
-71.42078220746167, 42.427312678996834
-71.42078081222144, 42.42731233119231
-71.42077958742689, 42.42731199890599
-71.42077812237798, 42.42731207592833
-71.42077716540764, 42.42731194934954
-71.4207758192088, 42.42731176313586
-71.42077387154491, 42.42731178146109
-71.42077250084277, 42.427311535403796
-71.42077104284724, 42.42731149142078
-71.4207697246887, 42.427311420654874
-71.42076879451939, 42.42731118170244
-71.42076780222236, 42.427311085424066
-71.42076685103204, 42.427311023270086
-71.42076590070043, 42.427311069478755
-71.42076514428122, 42.427311009799496
-71.42076389805727, 42.42731095496707
-71.42076182355989, 42.427310718936184
-71.42076011661288, 42.42731032889642
-71.42075840934288, 42.42731018618274
-71.42075692277608, 42.42730989077717
-71.42075537424293, 42.42730984267933
-71.42075374450623, 42.42730992273548
-71.42075229079552, 42.42730955335426
-71.42075063106851, 42.42730911233314
-71.42074882817634, 42.42730896167157
-71.42074733213113, 42.427308676571805
-71.42074572043063, 42.42730860912031
-71.42074446359595, 42.42730844920026
-71.42074329614502, 42.427308255954316
-71.42074193708908, 42.42730820702779
-71.42074039948886, 42.42730730207063
-71.42073882431981, 42.42730668107519
-71.420737311465, 42.42730620611126
-71.4207361522, 42.42730571578234
-71.42073526420928, 42.42730495721915
-71.42073445920167, 42.427304338447186
-71.4207333763877, 42.42730404073411
-71.42073268566045, 42.42730364723215
-71.42073180921575, 42.427303541759215
-71.4207299527435, 42.42730305840766
-71.42072834211137, 42.427302284326856
-71.42072679934098, 42.42730147522816
-71.42072555753187, 42.42730074890638
-71.42072406798198, 42.427300308087204
-71.42072259177485, 42.42730009352441
-71.42072172977424, 42.42729943027139
-71.42072066856045, 42.42729910508952
-71.42071981768883, 42.4272988136564
-71.42071848706149, 42.427298773819004
-71.42071718928457, 42.42729833490565
-71.4207160052509, 42.4272979170824
-71.42071498165058, 42.42729758051692
-71.4207137710698, 42.42729744749689
-71.42071296618646, 42.42729714030417
-71.42071227165009, 42.42729678756032
-71.42071140452838, 42.427296656006654
-71.42071086965642, 42.42729637518316
-71.42071013049706, 42.42729629220427
-71.42070970346944, 42.4272960261159
