0.17713522911071777:	gps;	lat,	42.427303314208984|	long,	-71.42089080810547|	altitude,	0.0|	found,	13
0.17755913734436035:	imu;	yaw,	0.0
0.1779651641845703:	encoder;	counts,	0
0.1782374382019043:	altitude;	altitude,	-22.42233657836914
0.1784968376159668:	altitude;	altitude,	-22.496320724487305
0.17880010604858398:	altitude;	altitude,	-22.385345458984375
0.1791698932647705:	altitude;	altitude,	-22.385345458984375
0.17952227592468262:	altitude;	altitude,	-22.417051315307617
0.17982697486877441:	altitude;	altitude,	-22.55445098876953
0.20772290229797363:	altitude;	altitude,	-22.522743225097656
0.23448920249938965:	motors;	0
0.2361760139465332:	altitude;	altitude,	-22.538597106933594
0.26819539070129395:	altitude;	altitude,	-22.945507049560547
0.3014397621154785:	altitude;	altitude,	-22.675994873046875
0.3327186107635498:	altitude;	altitude,	-22.75526237487793
0.3641316890716553:	altitude;	altitude,	-22.60201072692871
0.39574670791625977:	altitude;	altitude,	-22.60201072692871
0.4229288101196289:	altitude;	altitude,	-22.61786460876465
0.4555521011352539:	altitude;	altitude,	-22.675994873046875
0.4848518371582031:	altitude;	altitude,	-22.70770263671875
0.5161516666412354:	altitude;	altitude,	-22.744693756103516
0.5461959838867188:	altitude;	altitude,	-22.586156845092773
0.5798745155334473:	altitude;	altitude,	-22.897945404052734
0.6107287406921387:	altitude;	altitude,	-22.633718490600586
0.6364896297454834:	altitude;	altitude,	-22.633718490600586
0.6676390171051025:	altitude;	altitude,	-22.691848754882812
0.6976923942565918:	altitude;	altitude,	-22.691848754882812
0.8262016773223877:	gps;	lat,	42.427303314208984|	long,	-71.42089080810547|	altitude,	0.0|	found,	13
0.8459217548370361:	altitude;	altitude,	-22.60201072692871
0.8766584396362305:	altitude;	altitude,	-22.77640151977539
0.9076342582702637:	altitude;	altitude,	-22.660140991210938
0.9366841316223145:	altitude;	altitude,	-22.501604080200195
0.9689640998840332:	altitude;	altitude,	-22.517457962036133
1.0044045448303223:	altitude;	altitude,	-22.538597106933594
1.0344960689544678:	altitude;	altitude,	-22.649572372436523
1.066688060760498:	altitude;	altitude,	-22.7341251373291
1.0981800556182861:	altitude;	altitude,	-22.7341251373291
1.1273128986358643:	altitude;	altitude,	-22.580873489379883
1.1587116718292236:	altitude;	altitude,	-22.623149871826172
1.1876537799835205:	altitude;	altitude,	-22.628433227539062
1.2202813625335693:	altitude;	altitude,	-22.675994873046875
1.2431001663208008:	motors;	100
1.2512032985687256:	altitude;	altitude,	-22.538597106933594
1.280167818069458:	altitude;	altitude,	-22.528026580810547
1.3101422786712646:	altitude;	altitude,	-22.549165725708008
1.3429250717163086:	altitude;	altitude,	-22.549165725708008
1.373082160949707:	altitude;	altitude,	-22.78168487548828
1.4020249843597412:	altitude;	altitude,	-22.718271255493164
1.4296066761016846:	altitude;	altitude,	-22.623149871826172
1.4626734256744385:	altitude;	altitude,	-22.580873489379883
1.4897806644439697:	altitude;	altitude,	-22.549165725708008
1.52126145362854:	altitude;	altitude,	-22.84510040283203
1.5516421794891357:	altitude;	altitude,	-22.84510040283203
1.5811419486999512:	altitude;	altitude,	-22.771116256713867
1.6119341850280762:	altitude;	altitude,	-22.786970138549805
1.6395912170410156:	altitude;	altitude,	-22.66542625427246
1.6735880374908447:	altitude;	altitude,	-22.644287109375
1.708036184310913:	altitude;	altitude,	-22.538597106933594
1.8326771259307861:	gps;	lat,	42.427303314208984|	long,	-71.42089080810547|	altitude,	0.0|	found,	13
1.861131191253662:	altitude;	altitude,	-22.70770263671875
1.8914549350738525:	altitude;	altitude,	-22.63900375366211
1.9247896671295166:	altitude;	altitude,	-22.84510040283203
1.9545538425445557:	altitude;	altitude,	-22.565019607543945
1.9824087619781494:	servo;	0
1.9832484722137451:	altitude;	altitude,	-22.417051315307617
2.0156641006469727:	altitude;	altitude,	-22.411767959594727
2.0435004234313965:	altitude;	altitude,	-22.411767959594727
2.0747439861297607:	altitude;	altitude,	-22.7341251373291
2.1052865982055664:	altitude;	altitude,	-22.538597106933594
2.1362926959991455:	altitude;	altitude,	-22.496320724487305
2.166649580001831:	altitude;	altitude,	-22.3166446685791
2.1953041553497314:	altitude;	altitude,	-22.411767959594727
2.226565361022949:	altitude;	altitude,	-22.417051315307617
2.2566823959350586:	altitude;	altitude,	-22.623149871826172
2.284284830093384:	altitude;	altitude,	-22.623149871826172
2.314786911010742:	motors;	0
2.3158936500549316:	altitude;	altitude,	-22.644287109375
2.348301887512207:	altitude;	altitude,	-22.480466842651367
2.3772733211517334:	altitude;	altitude,	-22.337783813476562
2.4069559574127197:	altitude;	altitude,	-22.580873489379883
2.436194658279419:	altitude;	altitude,	-22.44347381591797
2.472590446472168:	altitude;	altitude,	-22.522743225097656
2.501741886138916:	altitude;	altitude,	-22.522743225097656
2.530322313308716:	altitude;	altitude,	-22.42761993408203
2.562680244445801:	altitude;	altitude,	-22.66542625427246
2.5744543075561523:	motors;	100
2.595604419708252:	altitude;	altitude,	-22.79753875732422
2.6281819343566895:	altitude;	altitude,	-22.580873489379883
2.6582369804382324:	altitude;	altitude,	-22.84510040283203
2.6877341270446777:	altitude;	altitude,	-22.522743225097656
2.8075172901153564:	servo;	-2
2.815406322479248:	servo;	-3
2.8235864639282227:	gps;	lat,	42.427303314208984|	long,	-71.42089080810547|	altitude,	0.0|	found,	13
2.8324856758117676:	altitude;	altitude,	-22.660140991210938
2.846654176712036:	servo;	-4
2.8525807857513428:	motors;	0
2.8582615852355957:	servo;	-1
2.8731653690338135:	altitude;	altitude,	-22.876808166503906
2.9080023765563965:	altitude;	altitude,	-22.82396125793457
2.9384264945983887:	altitude;	altitude,	-22.469898223876953
2.970795154571533:	altitude;	altitude,	-22.945507049560547
3.0000877380371094:	altitude;	altitude,	-22.649572372436523
3.0310585498809814:	altitude;	altitude,	-22.60201072692871
3.061187982559204:	altitude;	altitude,	-22.60201072692871
3.088623046875:	altitude;	altitude,	-22.84510040283203
3.1212158203125:	altitude;	altitude,	-22.675994873046875
3.1505186557769775:	altitude;	altitude,	-22.691848754882812
3.1819586753845215:	altitude;	altitude,	-22.903230667114258
3.211686134338379:	altitude;	altitude,	-22.538597106933594
3.243405818939209:	altitude;	altitude,	-22.60201072692871
3.2732701301574707:	altitude;	altitude,	-22.60201072692871
3.301466464996338:	altitude;	altitude,	-22.75526237487793
3.333224058151245:	altitude;	altitude,	-22.591442108154297
3.3624141216278076:	altitude;	altitude,	-22.84510040283203
3.391538619995117:	altitude;	altitude,	-22.63900375366211
3.42254376411438:	altitude;	altitude,	-22.744693756103516
3.4504504203796387:	altitude;	altitude,	-22.691848754882812
3.482814311981201:	altitude;	altitude,	-22.691848754882812
3.5130488872528076:	altitude;	altitude,	-22.77640151977539
3.540919780731201:	altitude;	altitude,	-22.961360931396484
3.5457072257995605:	imu;	yaw,	0.0010908307740464807
3.5789122581481934:	altitude;	altitude,	-22.882091522216797
3.6006722450256348:	imu;	yaw,	0.0021816615480929613
3.6142213344573975:	altitude;	altitude,	-22.675994873046875
3.6208114624023438:	imu;	yaw,	0.003272492438554764
3.6408889293670654:	imu;	yaw,	0.004363323096185923
3.648261070251465:	altitude;	altitude,	-22.549165725708008
3.682161331176758:	altitude;	altitude,	-22.728839874267578
3.705139636993408:	altitude;	altitude,	-22.67070960998535
3.8275840282440186:	gps;	lat,	42.427303314208984|	long,	-71.42089080810547|	altitude,	0.0|	found,	13
3.8308887481689453:	imu;	yaw,	0.005454154219478369
3.847421646118164:	altitude;	altitude,	-22.691848754882812
3.8757975101470947:	altitude;	altitude,	-22.633718490600586
3.9040756225585938:	altitude;	altitude,	-22.633718490600586
3.938084363937378:	altitude;	altitude,	-22.44347381591797
3.9617695808410645:	altitude;	altitude,	-22.49103546142578
3.992321491241455:	altitude;	altitude,	-22.675994873046875
3.9971208572387695:	imu;	yaw,	0.006544984877109528
4.024673223495483:	altitude;	altitude,	-22.71298599243164
4.042977333068848:	imu;	yaw,	0.007635816000401974
4.0531980991363525:	altitude;	altitude,	-22.538597106933594
4.0876054763793945:	altitude;	altitude,	-22.607295989990234
