0.14067363739013672:	gps;	lat,	42.427528381347656|	long,	-71.42089080810547|	altitude,	76.19999694824219|	found,	11
0.14142322540283203:	imu;	yaw,	0.0
0.14191198348999023:	encoder;	counts,	0
0.14246416091918945:	altitude;	altitude,	-26.465015411376953
0.14293313026428223:	altitude;	altitude,	-26.184934616088867
0.14343929290771484:	altitude;	altitude,	-26.179649353027344
0.14476370811462402:	altitude;	altitude,	-26.28005599975586
0.1456000804901123:	altitude;	altitude,	-26.338186264038086
0.14623117446899414:	altitude;	altitude,	-26.163795471191406
0.17323565483093262:	altitude;	altitude,	-26.354040145874023
0.21119213104248047:	altitude;	altitude,	-26.264202117919922
0.2402968406677246:	altitude;	altitude,	-26.16908073425293
0.2720024585723877:	altitude;	altitude,	-26.179649353027344
0.3030412197113037:	altitude;	altitude,	-26.206071853637695
0.3307509422302246:	altitude;	altitude,	-26.179649353027344
0.3634657859802246:	altitude;	altitude,	-26.142658233642578
0.3912928104400635:	altitude;	altitude,	-26.142658233642578
0.4224977493286133:	altitude;	altitude,	-26.243064880371094
0.4526395797729492:	altitude;	altitude,	-26.184934616088867
0.4811875820159912:	altitude;	altitude,	-26.285341262817383
0.5126068592071533:	altitude;	altitude,	-26.132089614868164
0.5457065105438232:	altitude;	altitude,	-26.16908073425293
0.57733154296875:	altitude;	altitude,	-26.08452796936035
0.6073720455169678:	altitude;	altitude,	-26.142658233642578
0.6352789402008057:	altitude;	altitude,	-26.227210998535156
0.6654157638549805:	altitude;	altitude,	-26.243064880371094
0.6936781406402588:	altitude;	altitude,	-26.253633499145508
0.7262260913848877:	altitude;	altitude,	-26.354040145874023
0.7554259300231934:	altitude;	altitude,	-26.227210998535156
0.7843153476715088:	altitude;	altitude,	-26.227210998535156
0.8158271312713623:	altitude;	altitude,	-26.12680435180664
0.8435068130493164:	altitude;	altitude,	-26.4385929107666
0.9847278594970703:	gps;	lat,	42.427528381347656|	long,	-71.42089080810547|	altitude,	76.19999694824219|	found,	11
0.9943933486938477:	altitude;	altitude,	-26.184934616088867
1.026437520980835:	altitude;	altitude,	-26.380462646484375
1.057084560394287:	altitude;	altitude,	-26.116235733032227
1.0854887962341309:	altitude;	altitude,	-26.48615264892578
1.11671781539917:	altitude;	altitude,	-26.269487380981445
1.143871784210205:	altitude;	altitude,	-26.36989402770996
1.1772263050079346:	altitude;	altitude,	-26.36989402770996
1.2069220542907715:	altitude;	altitude,	-26.21135711669922
1.2360310554504395:	altitude;	altitude,	-26.23777961730957
1.2660436630249023:	altitude;	altitude,	-26.174365997314453
1.3000750541687012:	altitude;	altitude,	-26.269487380981445
1.3285624980926514:	altitude;	altitude,	-26.470300674438477
1.358574628829956:	altitude;	altitude,	-26.465015411376953
1.3861002922058105:	altitude;	altitude,	-26.465015411376953
1.4175844192504883:	altitude;	altitude,	-26.602413177490234
1.4469068050384521:	altitude;	altitude,	-26.269487380981445
1.4773850440979004:	altitude;	altitude,	-26.575990676879883
1.5094807147979736:	altitude;	altitude,	-26.401599884033203
1.5369830131530762:	altitude;	altitude,	-26.517860412597656
1.5687124729156494:	altitude;	altitude,	-26.285341262817383
1.5972959995269775:	altitude;	altitude,	-26.285341262817383
1.6337683200836182:	altitude;	altitude,	-26.406885147094727
1.666391372680664:	altitude;	altitude,	-26.311763763427734
1.6974544525146484:	altitude;	altitude,	-26.4385929107666
1.7294492721557617:	altitude;	altitude,	-26.200788497924805
1.759122610092163:	altitude;	altitude,	-26.380462646484375
1.787240982055664:	altitude;	altitude,	-26.4385929107666
