0.13930940628051758:	gps;	lat,	42.42750549316406|	long,	-71.42083740234375|	altitude,	98.5999984741211|	found,	7
0.13962101936340332:	imu;	yaw,	6.182828903198242
0.139909029006958:	encoder;	counts,	0
0.14017868041992188:	altitude;	altitude,	-26.57070541381836
0.14043211936950684:	imu;	yaw,	6.181738376617432
0.14071893692016602:	altitude;	altitude,	-26.618267059326172
0.1409916877746582:	altitude;	altitude,	-26.81379508972168
0.14124202728271484:	altitude;	altitude,	-26.718673706054688
0.1414933204650879:	imu;	yaw,	6.182828903198242
0.1417403221130371:	altitude;	altitude,	-26.655258178710938
0.15122389793395996:	imu;	yaw,	6.183919906616211
0.16632962226867676:	imu;	yaw,	6.1850104331970215
0.17105770111083984:	altitude;	altitude,	-26.713388442993164
0.3270750045776367:	gps;	lat,	42.42750930786133|	long,	-71.42083740234375|	altitude,	98.5|	found,	7
0.3299868106842041:	imu;	yaw,	6.188283443450928
0.3364849090576172:	imu;	yaw,	6.187191963195801
0.3607299327850342:	altitude;	altitude,	-26.760950088500977
0.38942575454711914:	altitude;	altitude,	-26.6763973236084
0.4218480587005615:	altitude;	altitude,	-26.861356735229492
0.44832396507263184:	altitude;	altitude,	-26.861356735229492
0.4549734592437744:	imu;	yaw,	6.188283443450928
0.4836080074310303:	altitude;	altitude,	-26.79265785217285
0.5087461471557617:	altitude;	altitude,	-27.23127555847168
0.51505446434021:	imu;	yaw,	6.187191963195801
0.5394704341888428:	altitude;	altitude,	-27.1467227935791
0.5502865314483643:	imu;	yaw,	6.188283443450928
0.568009614944458:	imu;	yaw,	6.189373970031738
0.5806729793548584:	altitude;	altitude,	-26.750381469726562
0.5883016586303711:	imu;	yaw,	6.190464973449707
0.5982472896575928:	imu;	yaw,	6.191555500030518
0.60862135887146:	imu;	yaw,	6.192646503448486
0.6205868721008301:	altitude;	altitude,	-26.708105087280273
0.6286451816558838:	imu;	yaw,	6.193737030029297
0.647524356842041:	altitude;	altitude,	-26.48615264892578
0.6814231872558594:	altitude;	altitude,	-26.507291793823242
0.6993515491485596:	imu;	yaw,	6.194828510284424
0.7104294300079346:	altitude;	altitude,	-26.819080352783203
0.738227367401123:	altitude;	altitude,	-26.607698440551758
0.7586829662322998:	imu;	yaw,	6.193737030029297
0.7760426998138428:	altitude;	altitude,	-26.79265785217285
0.796044111251831:	altitude;	altitude,	-26.79265785217285
0.8251159191131592:	altitude;	altitude,	-26.72395896911621
0.8286666870117188:	imu;	yaw,	6.192646503448486
0.8500967025756836:	altitude;	altitude,	-26.618267059326172
0.8540399074554443:	imu;	yaw,	6.191555500030518
0.8824441432952881:	altitude;	altitude,	-26.734527587890625
0.8896865844726562:	imu;	yaw,	6.190464973449707
0.913118839263916:	altitude;	altitude,	-26.66054344177246
0.9310901165008545:	imu;	yaw,	6.189373970031738
0.9351017475128174:	motors;	0
0.9461803436279297:	altitude;	altitude,	-26.782089233398438
