0.1445598602294922:	gps;	lat,	0.0|	long,	-0.0|	altitude,	0.0|	found,	0
0.14498186111450195:	imu;	yaw,	0.0
0.14532470703125:	encoder;	counts,	0
0.14561915397644043:	altitude;	altitude,	-24.895503997802734
0.1459815502166748:	altitude;	altitude,	-25.06460952758789
0.1462399959564209:	altitude;	altitude,	-25.10160255432129
0.14684438705444336:	altitude;	altitude,	-24.768674850463867
0.15637469291687012:	altitude;	altitude,	-24.821521759033203
0.17510104179382324:	altitude;	altitude,	-24.821521759033203
0.2083582878112793:	altitude;	altitude,	-24.874366760253906
0.23663735389709473:	altitude;	altitude,	-25.006481170654297
0.2672843933105469:	altitude;	altitude,	-24.779245376586914
0.2981150150299072:	altitude;	altitude,	-24.95363426208496
0.32706642150878906:	altitude;	altitude,	-24.620708465576172
0.3365321159362793:	servo;	0
0.36197853088378906:	altitude;	altitude,	-24.826805114746094
0.38845276832580566:	altitude;	altitude,	-24.826805114746094
0.42016100883483887:	altitude;	altitude,	-24.61542320251465
0.44541096687316895:	servo;	1
0.45641613006591797:	altitude;	altitude,	-24.48331069946289
0.48748207092285156:	altitude;	altitude,	-24.55200958251953
0.5190067291259766:	altitude;	altitude,	-24.41989517211914
0.5506513118743896:	altitude;	altitude,	-24.70526123046875
0.5571415424346924:	servo;	2
0.5643935203552246:	servo;	4
0.5824596881866455:	altitude;	altitude,	-24.641845703125
0.6045660972595215:	servo;	8
0.6090641021728516:	motors;	0
0.6110594272613525:	altitude;	altitude,	-24.821521759033203
0.6161384582519531:	servo;	9
0.636099100112915:	servo;	10
0.6462600231170654:	altitude;	altitude,	-24.604854583740234
0.6753065586090088:	altitude;	altitude,	-24.53087043762207
0.7046003341674805:	servo;	9
0.7075436115264893:	altitude;	altitude,	-24.541439056396484
0.7129108905792236:	servo;	8
0.7187731266021729:	servo;	7
0.7245895862579346:	servo;	5
0.7478766441345215:	altitude;	altitude,	-24.604854583740234
0.7567253112792969:	servo;	1
0.7641739845275879:	servo;	0
0.7793762683868408:	altitude;	altitude,	-24.715829849243164
0.8119935989379883:	altitude;	altitude,	-24.715829849243164
0.8409256935119629:	altitude;	altitude,	-24.673553466796875
0.8720483779907227:	altitude;	altitude,	-24.81623649597168
0.9021673202514648:	altitude;	altitude,	-24.620708465576172
0.9300837516784668:	altitude;	altitude,	-24.641845703125
0.9522762298583984:	servo;	1
0.9580106735229492:	servo;	4
0.9622344970703125:	altitude;	altitude,	-24.92192840576172
0.9643552303314209:	servo;	7
0.9725396633148193:	servo;	9
0.9787735939025879:	servo;	12
0.9844169616699219:	servo;	16
0.9936249256134033:	servo;	17
0.999582052230835:	servo;	20
1.006164312362671:	altitude;	altitude,	-24.79509735107422
1.0075325965881348:	servo;	24
1.040473222732544:	altitude;	altitude,	-24.70526123046875
1.0719099044799805:	altitude;	altitude,	-24.583717346191406
1.0793774127960205:	imu;	yaw,	6.282094478607178
1.0995986461639404:	imu;	yaw,	0.0
1.1074893474578857:	altitude;	altitude,	-24.779245376586914
1.1194922924041748:	imu;	yaw,	0.0010908307740464807
1.1378872394561768:	altitude;	altitude,	-24.832090377807617
1.1420483589172363:	imu;	yaw,	0.0021816615480929613
1.1537208557128906:	imu;	yaw,	0.003272492438554764
1.1642630100250244:	motors;	100
1.1701915264129639:	imu;	yaw,	0.0021816615480929613
1.1827096939086914:	altitude;	altitude,	-24.805667877197266
1.213021993637085:	altitude;	altitude,	-24.900789260864258
1.2434000968933105:	altitude;	altitude,	-24.59956932067871
1.2646441459655762:	servo;	23
