num, long, lat
7650, -71.42091083693857, 42.42711413579856
7700, -71.42091732055434, 42.4271147197338
7750, -71.42092410662791, 42.42711533708101
7800, -71.42093035998171, 42.42711636467324
7850, -71.42093533145469, 42.427117213829064
7900, -71.42094089809308, 42.42711829261417
7950, -71.42094622322598, 42.427119342218646
8000, -71.42095117487355, 42.42712030580209
8050, -71.42095642450609, 42.42712130776668
8100, -71.4209620951437, 42.42712258950027
8150, -71.42096698917919, 42.42712364489807
8200, -71.42097323409835, 42.42712554757446
8250, -71.42097864730017, 42.427127065293384
8300, -71.42098395507178, 42.42712854957345
8350, -71.42099030665975, 42.427130148593776
8400, -71.42099498134283, 42.42713116021537
8450, -71.42100085103577, 42.427132124812196
8500, -71.42100630256986, 42.42713226935923
8550, -71.42101092391836, 42.427133759948894
8600, -71.42101495135427, 42.42713512795875
8650, -71.4210207294196, 42.42713689212077
8700, -71.42102508149597, 42.42713788301481
8750, -71.42103002391657, 42.42713895516308
8800, -71.42103471384348, 42.42714000534484
8850, -71.42103923803623, 42.4271413523603
8900, -71.42104263354658, 42.4271426280151
8950, -71.4210463306444, 42.42714381795781
9000, -71.42104925063909, 42.427144973638214
9050, -71.4210529914943, 42.42714675693774
9100, -71.42105669619691, 42.42714838362763
9150, -71.42105988551103, 42.4271501027104
9200, -71.42106333197896, 42.427152645915655
9250, -71.42106685012459, 42.42715482586829
9300, -71.42106995612389, 42.427156988235176
9350, -71.42107281147419, 42.427159904956056
9400, -71.42107456805057, 42.42716207012476
9450, -71.42107601225467, 42.42716427055479
9500, -71.42107849013969, 42.42716636460122
9550, -71.4210806132985, 42.42716784715478
9600, -71.4210823535903, 42.42716903959875
9650, -71.42108406188872, 42.42717034862733
9700, -71.42108404700522, 42.427172670283575
9750, -71.421083804296, 42.4271745876866
9800, -71.42108477401106, 42.42717806710931
9850, -71.42108383053827, 42.42718042081702
9900, -71.4210830355709, 42.427183724547135
9950, -71.42108286466221, 42.427186840974784
10000, -71.42108359285756, 42.42719025951898
10050, -71.42108451672293, 42.42719395413773
10100, -71.421085022683, 42.42719826001003
10150, -71.4210846099377, 42.42720224652836
10200, -71.42108479135231, 42.4272060003514
10250, -71.4210840247756, 42.42721025205529
10300, -71.4210826163982, 42.42721364916627
10350, -71.42108281659007, 42.42721709065432
10400, -71.42108301778619, 42.427220762478086
10450, -71.42108294958217, 42.42722352642765
10500, -71.42108216880177, 42.42722678814226
10550, -71.42108118628896, 42.42723021221385
10600, -71.42108030210241, 42.427233148458754
10650, -71.42107956834103, 42.42723585902348
10700, -71.42107892546852, 42.42723828767129
10750, -71.42107793446077, 42.427240654059986
10800, -71.42107692011506, 42.42724354739866
10850, -71.42107597097845, 42.427246286175496
10900, -71.42107516661203, 42.42724867174729
10950, -71.42107332055227, 42.42725145710006
11000, -71.42106954358802, 42.4272541468363
11050, -71.42106795644554, 42.427256320887004
11100, -71.42106704328584, 42.42725888372578
11150, -71.4210656505174, 42.42726107711803
11200, -71.421064670571, 42.42726384224226
11250, -71.42106199418862, 42.427267368631796
11300, -71.42106140286921, 42.427270530617974
11350, -71.42106042255558, 42.42727342962379
11400, -71.42105836102327, 42.42727563237418
11450, -71.42105586540669, 42.42727875697893
11500, -71.42105407398769, 42.42728184892614
11550, -71.4210515323869, 42.42728550702564
11600, -71.42104984863305, 42.42728808422912
11650, -71.4210462639499, 42.42729145616783
11700, -71.4210433102923, 42.42729397466212
11750, -71.42103957201051, 42.42729688540573
11800, -71.42103566679413, 42.42729978912184
11850, -71.42103194444117, 42.427302550832295
11900, -71.4210263170292, 42.427305286150926
11950, -71.42102198665566, 42.42731006486028
12000, -71.42101805406948, 42.42731406922071
12050, -71.4210123954111, 42.42731643763999
12100, -71.42100745142912, 42.427319315134156
12150, -71.42100404881778, 42.42732214269685
12200, -71.42099912599012, 42.427326011247565
12250, -71.42099216459754, 42.42733035954645
12300, -71.42098918441562, 42.42733360588241
12350, -71.42098577398961, 42.42733785560089
12400, -71.42098165385804, 42.42734106409127
12450, -71.42097866557602, 42.42734373707506
12500, -71.42097581128439, 42.42734614541009
12550, -71.42097188578664, 42.4273494526213
12600, -71.42096769484871, 42.42735246842525
12650, -71.42096256285953, 42.42735366118199
