,servo_steering,builtin_accel,,,gps,,,,,encoder
timestamp,position,x,y,z,lat,long,speed,heading,hdop,counts
0.000179290771484375,0,0,0,0,0,0,0,0,0,0
0.005482912063598633,0,0,0,0,0,0,0,0,0,0
0.010895729064941406,0,0,0,0,0,0,0,0,0,0
0.016140222549438477,0,0,0,0,0,0,0,0,0,0
0.021413326263427734,0,0,0,0,0,0,0,0,0,0
0.02671504020690918,0,0,0,0,0,0,0,0,0,0
0.03202009201049805,0,0,0,0,0,0,0,0,0,0
0.03728604316711426,0,0,0,0,0,0,0,0,0,0
0.04253387451171875,0,0,0,0,0,0,0,0,0,0
0.04780697822570801,0,0,0,0,0,0,0,0,0,0
0.05305075645446777,0,0,0,0,0,0,0,0,0,0
0.05829811096191406,0,0,0,0,0,0,0,0,0,0
0.06356453895568848,0,0,0,0,0,0,0,0,0,0
0.06886768341064453,0,0,0,0,0,0,0,0,0,0
0.07414531707763672,0,0,0,0,0,0,0,0,0,0
0.07942700386047363,0,0,0,0,0,0,0,0,0,0
0.08474230766296387,0,0,0,0,0,0,0,0,0,0
0.09004354476928711,0,0,0,0,0,0,0,0,0,0
0.09534668922424316,0,0,0,0,0,0,0,0,0,0
0.10066032409667969,0,0,0,0,0,0,0,0,0,0
0.10597872734069824,0,0,0,0,0,0,0,0,0,0
0.11125636100769043,0,0,0,0,0,0,0,0,0,0
0.11656618118286133,0,0,0,0,0,0,0,0,0,0
0.12186741828918457,0,0,0,0,0,0,0,0,0,0
0.1271681785583496,0,0,0,0,0,0,0,0,0,0
0.13250946998596191,0,0,0,0,0,0,0,0,0,0
0.1379718780517578,0,0,0,0,0,0,0,0,0,0
0.14333701133728027,0,0,0,0,0,0,0,0,0,0
0.1486063003540039,0,0,0,0,0,0,0,0,0,0
0.15391159057617188,0,0,0,0,0,0,0,0,0,0
0.15921401977539062,0,0,0,0,0,0,0,0,0,0
0.16451525688171387,0,0,0,0,0,0,0,0,0,0
0.17043042182922363,0,0,0,0,0,0,0,0,0,0
0.1758122444152832,0,0,0,0,0,0,0,0,0,0
0.18110251426696777,0,0,0,0,0,0,0,0,0,0
0.18641257286071777,0,0,0,0,0,0,0,0,0,0
0.19175100326538086,0,0,0,0,0,0,0,0,0,0
0.19708681106567383,0,0,0,0,0,0,0,0,0,0
0.20294928550720215,0,0,0,0,0,0,0,0,0,0
0.20816349983215332,0,0,0,0,0,0,0,0,0,0
0.21346688270568848,0,0,0,0,0,0,0,0,0,0
0.21876740455627441,0,0,0,0,0,0,0,0,0,0
0.22406649589538574,0,0,0,0,0,0,0,0,0,0
0.2299940586090088,0,0,0,0,0,0,0,0,0,0
0.23526954650878906,0,0,0,0,0,0,0,0,0,0
0.24053573608398438,0,0,0,0,0,0,0,0,0,0
0.24580144882202148,0,0,0,0,0,0,0,0,0,0
0.25110292434692383,0,0,0,0,0,0,0,0,0,0
0.25640320777893066,0,0,0,0,0,0,0,0,0,0
0.2616889476776123,0,0,0,0,0,0,0,0,0,0
0.2669942378997803,0,0,0,0,0,0,0,0,0,0
0.2722952365875244,0,0,0,0,0,0,0,0,0,0
0.27759742736816406,0,0,0,0,0,0,0,0,0,0
0.28282737731933594,0,0,0,0,0,0,0,0,0,0
0.2881309986114502,0,0,0,0,0,0,0,0,0,0
0.2934122085571289,0,0,0,0,0,0,0,0,0,0
0.2987186908721924,0,0,0,0,0,0,0,0,0,0
0.30402183532714844,0,0,0,0,0,0,0,0,0,0
0.3093240261077881,0,0,0,0,0,0,0,0,0,0
0.3146240711212158,0,0,0,0,0,0,0,0,0,0
