,servo_steering,motor,builtin_accel,,,gps,,,,
timestamp,position,speed,x,y,z,lat,long,speed,heading,hdop
9.417533874511719e-05,0,speed,0,0,0,0,0,0,0,0
0.005649089813232422,0,speed,0,0,0,0,0,0,0,0
0.011106014251708984,0,speed,0,0,0,0,0,0,0,0
0.01756119728088379,0,speed,0,0,0,0,0,0,0,0
0.02285909652709961,0,speed,0,0,0,0,0,0,0,0
0.029377222061157227,0,speed,0,0,0,0,0,0,0,0
0.035941123962402344,0,speed,0,0,0,0,0,0,0,0
0.04262518882751465,0,speed,0,0,0,0,0,0,0,0
0.04872417449951172,0,speed,0,0,0,0,0,0,0,0
0.05532407760620117,0,speed,0,0,0,0,0,0,0,0
0.06137800216674805,0,speed,0,0,0,0,0,0,0,0
0.06780004501342773,0,speed,0,0,0,0,0,0,0,0
0.07448816299438477,0,speed,0,0,0,0,0,0,0,0
0.0810401439666748,0,speed,0,0,0,0,0,0,0,0
0.08760714530944824,0,speed,0,0,0,0,0,0,0,0
0.09389019012451172,0,speed,0,0,0,0,0,0,0,0
0.09974408149719238,0,speed,0,0,0,0,0,0,0,0
0.10630202293395996,0,speed,0,0,0,0,0,0,0,0
0.11297011375427246,0,speed,0,0,0,0,0,0,0,0
0.11893320083618164,0,speed,0,0,0,0,0,0,0,0
0.12525510787963867,0,speed,0,0,0,0,0,0,0,0
0.13058900833129883,0,speed,0,0,0,0,0,0,0,0
0.1368122100830078,0,speed,0,0,0,0,0,0,0,0
0.14332103729248047,0,speed,0,0,0,0,0,0,0,0
0.14903807640075684,0,speed,0,0,0,0,0,0,0,0
0.154677152633667,0,speed,0,0,0,0,0,0,0,0
0.1611771583557129,0,speed,0,0,0,0,0,0,0,0
0.1672070026397705,0,speed,0,0,0,0,0,0,0,0
0.1737689971923828,0,speed,0,0,0,0,0,0,0,0
0.1803431510925293,0,speed,0,0,0,0,0,0,0,0
0.18693804740905762,0,speed,0,0,0,0,0,0,0,0
0.1926720142364502,0,speed,0,0,0,0,0,0,0,0
0.19926810264587402,0,speed,0,0,0,0,0,0,0,0
0.20504117012023926,0,speed,0,0,0,0,0,0,0,0
0.210313081741333,0,speed,0,0,0,0,0,0,0,0
0.21567106246948242,0,speed,0,0,0,0,0,0,0,0
0.22109603881835938,0,speed,0,0,0,0,0,0,0,0
0.2270190715789795,0,speed,0,0,0,0,0,0,0,0
0.23354315757751465,0,speed,0,0,0,0,0,0,0,0
0.2398521900177002,0,speed,0,0,0,0,0,0,0,0
0.24518513679504395,0,speed,0,0,0,0,0,0,0,0
0.2513720989227295,0,speed,0,0,0,0,0,0,0,0
0.25757312774658203,0,speed,0,0,0,0,0,0,0,0
0.2634270191192627,0,speed,0,0,0,0,0,0,0,0
0.26859211921691895,0,speed,0,0,0,0,0,0,0,0
0.27487921714782715,0,speed,0,0,0,0,0,0,0,0
0.2802150249481201,0,speed,0,0,0,0,0,0,0,0
0.2859761714935303,0,speed,0,0,0,0,0,0,0,0
0.2912571430206299,0,speed,0,0,0,0,0,0,0,0
0.2977302074432373,0,speed,0,0,0,0,0,0,0,0
0.30417704582214355,0,speed,0,0,0,0,0,0,0,0
0.30939722061157227,0,speed,0,0,0,0,0,0,0,0
0.3151981830596924,0,speed,0,0,0,0,0,0,0,0
0.32062602043151855,0,speed,0,0,0,0,0,0,0,0
0.3267970085144043,0,speed,0,0,0,0,0,0,0,0
0.3333601951599121,0,speed,0,0,0,0,0,0,0,0
0.33976006507873535,0,speed,0,0,0,0,0,0,0,0
0.3453640937805176,0,speed,0,0,0,0,0,0,0,0
0.35132312774658203,0,speed,0,0,0,0,0,0,0,0
0.35720300674438477,0,speed,0,0,0,0,0,0,0,0
0.3638021945953369,0,speed,0,0,0,0,0,0,0,0
0.3704831600189209,0,speed,0,0,0,0,0,0,0,0
0.37614011764526367,0,speed,0,0,0,0,0,0,0,0
0.38163113594055176,0,speed,0,0,0,0,0,0,0,0
0.3883090019226074,0,speed,0,0,0,0,0,0,0,0
0.39420008659362793,0,speed,0,0,0,0,0,0,0,0
0.4006011486053467,0,speed,0,0,0,0,0,0,0,0
0.407135009765625,0,speed,0,0,0,0,0,0,0,0
0.41277098655700684,0,speed,0,0,0,0,0,0,0,0
0.41819310188293457,0,speed,0,0,0,0,0,0,0,0
0.42419004440307617,0,speed,0,0,0,0,0,0,0,0
0.43056321144104004,0,speed,0,0,0,0,0,0,0,0
0.43630218505859375,0,speed,0,0,0,0,0,0,0,0
0.4424560070037842,0,speed,0,0,0,0,0,0,0,0
0.44887804985046387,0,speed,0,0,0,0,0,0,0,0
0.45525312423706055,0,speed,0,0,0,0,0,0,0,0
0.4604661464691162,0,speed,0,0,0,0,0,0,0,0
0.46683311462402344,0,speed,0,0,0,0,0,0,0,0
0.47322916984558105,0,speed,0,0,0,0,0,0,0,0
0.47873711585998535,0,speed,0,0,0,0,0,0,0,0
0.48464512825012207,0,speed,0,0,0,0,0,0,0,0
0.4904751777648926,0,speed,0,0,0,0,0,0,0,0
0.49668407440185547,0,speed,0,0,0,0,0,0,0,0
0.5030591487884521,0,speed,0,0,0,0,0,0,0,0
0.5082521438598633,0,speed,0,0,0,0,0,0,0,0
0.5133771896362305,0,speed,0,0,0,0,0,0,0,0
0.5186150074005127,0,speed,0,0,0,0,0,0,0,0
0.5237472057342529,0,speed,0,0,0,0,0,0,0,0
0.5289921760559082,0,speed,0,0,0,0,0,0,0,0
0.5350720882415771,0,speed,0,0,0,0,0,0,0,0
0.5412321090698242,0,speed,0,0,0,0,0,0,0,0
0.5474581718444824,0,speed,0,0,0,0,0,0,0,0
0.554049015045166,0,speed,0,0,0,0,0,0,0,0
0.5606470108032227,0,speed,0,0,0,0,0,0,0,0
0.5664892196655273,0,speed,0,0,0,0,0,0,0,0
0.5720911026000977,0,speed,0,0,0,0,0,0,0,0
0.5785369873046875,0,speed,0,0,0,0,0,0,0,0
0.5841782093048096,0,speed,0,0,0,0,0,0,0,0
0.5894432067871094,0,speed,0,0,0,0,0,0,0,0
0.5952441692352295,0,speed,0,0,0,0,0,0,0,0
0.6005451679229736,0,speed,0,0,0,0,0,0,0,0
0.6070370674133301,0,speed,0,0,0,0,0,0,0,0
0.6134390830993652,0,speed,0,0,0,0,0,0,0,0
0.6189122200012207,0,speed,0,0,0,0,0,0,0,0
0.6243791580200195,0,speed,0,0,0,0,0,0,0,0
0.6296751499176025,0,speed,0,0,0,0,0,0,0,0
0.6360321044921875,0,speed,0,0,0,0,0,0,0,0
0.6412971019744873,0,speed,0,0,0,0,0,0,0,0
0.6477670669555664,0,speed,0,0,0,0,0,0,0,0
0.6533031463623047,0,speed,0,0,0,0,0,0,0,0
0.6596841812133789,0,speed,0,0,0,0,0,0,0,0
0.6651670932769775,0,speed,0,0,0,0,0,0,0,0
0.6716101169586182,0,speed,0,0,0,0,0,0,0,0
0.6772561073303223,0,speed,0,0,0,0,0,0,0,0
0.6835172176361084,0,speed,0,0,0,0,0,0,0,0
0.6896910667419434,0,speed,0,0,0,0,0,0,0,0
0.695094108581543,0,speed,0,0,0,0,0,0,0,0
0.700545072555542,0,speed,0,0,0,0,0,0,0,0
0.7068490982055664,0,speed,0,0,0,0,0,0,0,0
0.713158130645752,0,speed,0,0,0,0,0,0,0,0
0.7195301055908203,0,speed,0,0,0,0,0,0,0,0
0.7248680591583252,0,speed,0,0,0,0,0,0,0,0
0.7314691543579102,0,speed,0,0,0,0,0,0,0,0
0.7378101348876953,0,speed,0,0,0,0,0,0,0,0
0.7442431449890137,0,speed,0,0,0,0,0,0,0,0
0.7500920295715332,0,speed,0,0,0,0,0,0,0,0
0.7553679943084717,0,speed,0,0,0,0,0,0,0,0
0.7617771625518799,0,speed,0,0,0,0,0,0,0,0
0.7681891918182373,0,speed,0,0,0,0,0,0,0,0
0.7743031978607178,0,speed,0,0,0,0,0,0,0,0
0.7806270122528076,0,speed,0,0,0,0,0,0,0,0
0.7872869968414307,0,speed,0,0,0,0,0,0,0,0
0.7933781147003174,0,speed,0,0,0,0,0,0,0,0
0.7997660636901855,0,speed,0,0,0,0,0,0,0,0
0.8054251670837402,0,speed,0,0,0,0,0,0,0,0
0.8119251728057861,0,speed,0,0,0,0,0,0,0,0
0.8175411224365234,0,speed,0,0,0,0,0,0,0,0
0.8241481781005859,0,speed,0,0,0,0,0,0,0,0
0.8305552005767822,0,speed,0,0,0,0,0,0,0,0
0.8364391326904297,0,speed,0,0,0,0,0,0,0,0
0.8418030738830566,0,speed,0,0,0,0,0,0,0,0
0.848283052444458,0,speed,0,0,0,0,0,0,0,0
0.8548071384429932,0,speed,0,0,0,0,0,0,0,0
0.8606710433959961,0,speed,0,0,0,0,0,0,0,0
0.8673281669616699,0,speed,0,0,0,0,0,0,0,0
0.8737320899963379,0,speed,0,0,0,0,0,0,0,0
0.8801860809326172,0,speed,0,0,0,0,0,0,0,0
0.8867931365966797,0,speed,0,0,0,0,0,0,0,0
0.893200159072876,0,speed,0,0,0,0,0,0,0,0
0.8997581005096436,0,speed,0,0,0,0,0,0,0,0
0.9056191444396973,0,speed,0,0,0,0,0,0,0,0
0.9111661911010742,0,speed,0,0,0,0,0,0,0,0
0.9175310134887695,0,speed,0,0,0,0,0,0,0,0
0.9227762222290039,0,speed,0,0,0,0,0,0,0,0
0.9291331768035889,0,speed,0,0,0,0,0,0,0,0
0.934819221496582,0,speed,0,0,0,0,0,0,0,0
0.9412992000579834,0,speed,0,0,0,0,0,0,0,0
0.9474680423736572,0,speed,0,0,0,0,0,0,0,0
0.9533650875091553,0,speed,0,0,0,0,0,0,0,0
0.9596819877624512,0,speed,0,0,0,0,0,0,0,0
0.9652271270751953,0,speed,0,0,0,0,0,0,0,0
0.972041130065918,0,speed,0,0,0,0,0,0,0,0
0.9773550033569336,0,speed,0,0,0,0,0,0,0,0
0.9838089942932129,0,speed,0,0,0,0,0,0,0,0
0.989670991897583,0,speed,0,0,0,0,0,0,0,0
0.9960510730743408,0,speed,0,0,0,0,0,0,0,0
1.001514196395874,0,speed,0,0,0,0,0,0,0,0
1.00736403465271,0,speed,0,0,0,0,0,0,0,0
1.0131142139434814,0,speed,0,0,0,0,0,0,0,0
1.0195121765136719,0,speed,0,0,0,0,0,0,0,0
1.0252220630645752,0,speed,0,0,0,0,0,0,0,0
1.0314130783081055,0,speed,0,0,0,0,0,0,0,0
1.0372250080108643,0,speed,0,0,0,0,0,0,0,0
1.0426030158996582,0,speed,0,0,0,0,0,0,0,0
1.0489890575408936,0,speed,0,0,0,0,0,0,0,0
1.0543241500854492,0,speed,0,0,0,0,0,0,0,0
1.060732126235962,0,speed,0,0,0,0,0,0,0,0
1.0663020610809326,0,speed,0,0,0,0,0,0,0,0
1.0721020698547363,0,speed,0,0,0,0,0,0,0,0
1.0784990787506104,0,speed,0,0,0,0,0,0,0,0
1.0839362144470215,0,speed,0,0,0,0,0,0,0,0
1.0895490646362305,0,speed,0,0,0,0,0,0,0,0
1.0960371494293213,0,speed,0,0,0,0,0,0,0,0
1.1021699905395508,0,speed,0,0,0,0,0,0,0,0
1.1084890365600586,0,speed,0,0,0,0,0,0,0,0
1.1148431301116943,0,speed,0,0,0,0,0,0,0,0
1.1214911937713623,0,speed,0,0,0,0,0,0,0,0
1.1276490688323975,0,speed,0,0,0,0,0,0,0,0
1.1336960792541504,0,speed,0,0,0,0,0,0,0,0
1.1400561332702637,0,speed,0,0,0,0,0,0,0,0
1.14542818069458,0,speed,0,0,0,0,0,0,0,0
1.1508190631866455,0,speed,0,0,0,0,0,0,0,0
1.1561341285705566,0,speed,0,0,0,0,0,0,0,0
1.1614031791687012,0,speed,0,0,0,0,0,0,0,0
1.1666231155395508,0,speed,0,0,0,0,0,0,0,0
1.1729412078857422,0,speed,0,0,0,0,0,0,0,0
1.1792171001434326,0,speed,0,0,0,0,0,0,0,0
1.1855781078338623,0,speed,0,0,0,0,0,0,0,0
1.1920030117034912,0,speed,0,0,0,0,0,0,0,0
1.1984190940856934,0,speed,0,0,0,0,0,0,0,0
1.204721212387085,0,speed,0,0,0,0,0,0,0,0
1.2112681865692139,0,speed,0,0,0,0,0,0,0,0
1.2176711559295654,0,speed,0,0,0,0,0,0,0,0
1.2239580154418945,0,speed,0,0,0,0,0,0,0,0
1.2306032180786133,0,speed,0,0,0,0,0,0,0,0
