,servo_steering,builtin_accel,,,gps,,,,,encoder
timestamp,position,x,y,z,lat,long,speed,heading,hdop,counts
0.00017261505126953125,0,0,0,0,0,0,0,0,0,0
0.0054662227630615234,0,0,0,0,0,0,0,0,0,0
0.010707616806030273,0,9,0,22,0,0,0,0,0,0
0.01593780517578125,0,9,0,22,0,0,0,0,0,0
0.02123236656188965,0,9,0,22,0,0,0,0,0,0
0.026528120040893555,0,9,0,22,0,0,0,0,0,0
0.031800270080566406,0,9,0,22,0,0.0,0,0.0,0.0,0
0.03710579872131348,0,9,0,22,0,0.0,0,0.0,0.0,0
0.04275155067443848,0,9,0,22,0,0.0,0,0.0,0.0,0
0.04799485206604004,0,9,0,22,0,0.0,0,0.0,0.0,0
0.05327105522155762,0,9,0,22,0,0.0,0,0.0,0.0,57
0.058661460876464844,0,9,0,22,0,0.0,0,0.0,0.0,57
0.06393575668334961,0,9,0,22,0,0.0,0,0.0,0.0,57
0.06920528411865234,0,9,0,22,0,0.0,0,0.0,0.0,57
0.07481884956359863,0,9,0,22,0,0.0,0,0.0,0.0,57
0.08005118370056152,0,8,-4,22,0,0.0,0,0.0,0.0,57
0.08535885810852051,0,8,-4,22,0,0.0,0,0.0,0.0,57
0.09066510200500488,0,8,-4,22,0,0.0,0,0.0,0.0,57
0.09600424766540527,0,8,-4,22,0,0.0,0,0.0,0.0,57
0.1012732982635498,0,8,-4,22,0,0.0,0,0.0,0.0,57
0.10666704177856445,0,8,-4,22,0,0.0,0,0.0,0.0,57
0.11200809478759766,0,8,-4,22,0,0.0,0,0.0,0.0,57
0.11732006072998047,0,8,-4,22,0,0.0,0,0.0,0.0,57
0.122589111328125,0,8,-4,22,0,0.0,0,0.0,0.0,57
0.12789702415466309,0,8,-4,22,0,0.0,0,0.0,0.0,57
0.13320660591125488,0,8,-4,22,0,0.0,0,0.0,0.0,57
0.1386699676513672,0,8,-4,22,0,0.0,0,0.0,0.0,57
0.14394664764404297,0,7,-3,21,0,0.0,0,0.0,0.0,57
0.14925146102905273,0,7,-3,21,0,0.0,0,0.0,0.0,57
0.15451359748840332,0,7,-3,21,0,0.0,0,0.0,0.0,57
0.1605217456817627,0,7,-3,21,0,0.0,0,0.0,0.0,57
0.16570448875427246,0,7,-3,21,0,0.0,0,0.0,0.0,57
0.17142653465270996,0,7,-3,21,0,0.0,0,0.0,0.0,57
0.1767728328704834,0,7,-3,21,0,0.0,0,0.0,0.0,57
0.1820814609527588,0,7,-3,21,0,0.0,0,0.0,0.0,57
0.18734288215637207,0,7,-3,21,0,0.0,0,0.0,0.0,57
0.19265246391296387,0,7,-3,21,0,0.0,0,0.0,0.0,57
0.19796156883239746,0,7,-3,21,0,0.0,0,0.0,0.0,57
0.20327067375183105,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.20865368843078613,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.21397876739501953,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.21935224533081055,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.22470903396606445,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.23057222366333008,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.23585033416748047,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.24111628532409668,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.2464306354522705,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.25179409980773926,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.2571408748626709,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.2624940872192383,0,8,-2,20,0,0.0,0,0.0,0.0,57
0.2677323818206787,0,8,-2,20,0,0.0,0,0.0,0.0,57
0.27289843559265137,0,8,-2,20,0,0.0,0,0.0,0.0,57
0.27831387519836426,0,8,-2,20,0,0.0,0,0.0,0.0,57
0.28362512588500977,0,8,-2,20,0,0.0,0,0.0,0.0,57
0.2904942035675049,0,8,-2,20,0,0.0,0,0.0,0.0,57
0.2964746952056885,0,8,-2,20,0,0.0,0,0.0,0.0,57
0.30173254013061523,0,8,-2,20,0,0.0,0,0.0,0.0,57
0.3070039749145508,0,8,-2,20,0,0.0,0,0.0,0.0,57
0.3123438358306885,0,8,-2,20,0,0.0,0,0.0,0.0,57
0.3176283836364746,0,8,-2,20,0,0.0,0,0.0,0.0,57
0.3228898048400879,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.3285677433013916,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.3338284492492676,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.34036731719970703,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.3456883430480957,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.35092616081237793,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.356234073638916,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.3615305423736572,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.36683130264282227,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.37215375900268555,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.3774745464324951,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.38289833068847656,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.3881704807281494,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.393416166305542,0,8,-1,21,0,0.0,0,0.0,0.0,57
0.39941859245300293,0,8,-1,21,0,0.0,0,0.0,0.0,57
0.4046356678009033,0,8,-1,21,0,0.0,0,0.0,0.0,57
0.4099924564361572,0,8,-1,21,0,0.0,0,0.0,0.0,57
0.4152500629425049,0,8,-1,21,0,0.0,0,0.0,0.0,57
0.4204432964324951,0,8,-1,21,0,0.0,0,0.0,0.0,57
0.42571234703063965,0,8,-1,21,0,0.0,0,0.0,0.0,57
0.4309415817260742,0,8,-1,21,0,0.0,0,0.0,0.0,57
0.43617868423461914,0,8,-1,21,0,0.0,0,0.0,0.0,57
0.4414842128753662,0,8,-1,21,0,0.0,0,0.0,0.0,57
0.44678616523742676,0,8,-1,21,0,0.0,0,0.0,0.0,57
0.45203447341918945,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.45735788345336914,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.4626915454864502,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.46798133850097656,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.47333836555480957,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.47869873046875,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.48395681381225586,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.48928260803222656,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.49463987350463867,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.4999117851257324,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.5052318572998047,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.5105516910552979,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.5158529281616211,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.5211477279663086,0,7,-2,21,0,0.0,0,0.0,0.0,57
0.5265107154846191,0,7,-2,21,0,0.0,0,0.0,0.0,57
0.5321705341339111,0,7,-2,21,0,0.0,0,0.0,0.0,57
0.537539005279541,0,7,-2,21,0,0.0,0,0.0,0.0,57
0.542884111404419,0,7,-2,21,0,0.0,0,0.0,0.0,57
0.5481722354888916,0,7,-2,21,0,0.0,0,0.0,0.0,57
0.5534956455230713,0,7,-2,21,0,0.0,0,0.0,0.0,57
0.5588631629943848,0,7,-2,21,0,0.0,0,0.0,0.0,57
0.5645701885223389,0,7,-2,21,0,0.0,0,0.0,0.0,57
0.5698628425598145,0,7,-2,21,0,0.0,0,0.0,0.0,57
0.5751974582672119,0,7,-2,21,0,0.0,0,0.0,0.0,57
0.5810844898223877,0,8,-3,22,0,0.0,0,0.0,0.0,57
0.5863986015319824,0,8,-3,22,0,0.0,0,0.0,0.0,57
0.5917298793792725,0,8,-3,22,0,0.0,0,0.0,0.0,57
0.5970945358276367,0,8,-3,22,0,0.0,0,0.0,0.0,57
0.6023893356323242,0,8,-3,22,0,0.0,0,0.0,0.0,57
0.6076610088348389,0,8,-3,22,0,0.0,0,0.0,0.0,57
0.6131556034088135,0,8,-3,22,0,0.0,0,0.0,0.0,57
0.6186020374298096,0,8,-3,22,0,0.0,0,0.0,0.0,57
0.6237838268280029,0,8,-3,22,0,0.0,0,0.0,0.0,57
0.6289670467376709,0,8,-3,22,0,0.0,0,0.0,0.0,57
0.6342098712921143,0,8,-3,22,0,0.0,0,0.0,0.0,57
0.6394987106323242,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.6453189849853516,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.6510679721832275,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.6564247608184814,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.6617956161499023,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.6670777797698975,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.6723582744598389,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.6776835918426514,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.682936429977417,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.6882059574127197,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.6933941841125488,0,7,-2,22,0,0.0,0,0.0,0.0,57
0.6987829208374023,0,7,-3,21,0,0.0,0,0.0,0.0,57
0.7040524482727051,0,7,-3,21,0,0.0,0,0.0,0.0,57
0.7105612754821777,0,7,-3,21,0,0.0,0,0.0,0.0,57
0.715811014175415,0,7,-3,21,0,0.0,0,0.0,0.0,57
0.7210812568664551,0,7,-3,21,0,0.0,0,0.0,0.0,57
