,servo_steering,gps,,,,,,,encoder,imu,,,,,,,,,,,,
timestamp,position,lat_min,lat_sec,long_min,long_sec,speed,heading,hdop,counts,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,yaw,pitch,roll,quat_w,quat_x,quat_y,quat_z
0.061814308166503906,0,40,26.610000610351562,79,56.40410232543945,0.09260000288486481,0.8500000238418579,4.239999771118164,918,0.009999999776482582,0.009999999776482582,0.09000000357627869,-0.0011111111380159855,0.002222222276031971,0.0,261.8125,-4.25,1.75,3.34539794921875,0.03839111328125,3.98687744140625,3.2451171875
0.10767197608947754,0,40,26.610000610351562,79,56.40410232543945,0.09260000288486481,0.8500000238418579,4.239999771118164,918,-0.009999999776482582,0.0,0.029999999329447746,0.0011111111380159855,-0.002222222276031971,0.0011111111380159855,261.8125,-4.25,1.75,3.34539794921875,0.03839111328125,3.98687744140625,3.2451171875
0.20821118354797363,0,40,26.610000610351562,79,56.40410232543945,0.09260000288486481,0.8500000238418579,4.239999771118164,918,0.019999999552965164,-0.03999999910593033,0.10000000149011612,-0.0011111111380159855,-0.0033333334140479565,0.002222222276031971,261.8125,-4.25,1.75,3.34539794921875,0.03839111328125,3.98687744140625,3.2451171875
0.3119075298309326,0,40,26.610000610351562,79,56.40410232543945,0.09260000288486481,0.8500000238418579,4.239999771118164,918,0.0,0.0,0.09000000357627869,0.002222222276031971,0.0033333334140479565,0.0011111111380159855,261.8125,-4.25,1.75,3.34539794921875,0.03839111328125,3.98687744140625,3.2451171875
0.4194948673248291,0,40,26.610000610351562,79,56.40410232543945,0.09260000288486481,0.8500000238418579,4.239999771118164,918,0.019999999552965164,-0.029999999329447746,-0.05999999865889549,-0.0011111111380159855,-0.0011111111380159855,0.0,261.8125,-4.25,1.75,3.34539794921875,0.03839111328125,3.98687744140625,3.2451171875
0.524669885635376,0,40,26.610000610351562,79,56.40410232543945,0.09260000288486481,0.8500000238418579,4.239999771118164,918,0.0,-0.03999999910593033,0.11999999731779099,0.0,-0.0033333334140479565,0.0011111111380159855,261.8125,-4.25,1.75,3.34539794921875,0.03839111328125,3.98687744140625,3.2451171875
0.6252803802490234,0,40,26.610000610351562,79,56.40410232543945,0.09260000288486481,0.8500000238418579,4.239999771118164,918,0.0,-0.019999999552965164,0.07999999821186066,0.0033333334140479565,0.0011111111380159855,0.0011111111380159855,261.8125,-4.25,1.75,3.34539794921875,0.03839111328125,3.98687744140625,3.2451171875
0.7294931411743164,0,40,26.610000610351562,79,56.40410232543945,0.09260000288486481,0.8500000238418579,4.239999771118164,918,0.03999999910593033,-0.03999999910593033,-0.009999999776482582,-0.0011111111380159855,0.0011111111380159855,0.0,261.8125,-4.25,1.75,3.34539794921875,0.03839111328125,3.98687744140625,3.2451171875
0.8286306858062744,0,40,26.610000610351562,79,56.40410232543945,0.09260000288486481,0.8500000238418579,4.239999771118164,918,0.0,-0.05000000074505806,0.07000000029802322,0.002222222276031971,-0.002222222276031971,0.0,261.8125,-4.25,1.75,3.34539794921875,0.03839111328125,3.98687744140625,3.2451171875
0.9333672523498535,0,40,26.610000610351562,79,56.40410232543945,0.09260000288486481,0.8500000238418579,4.239999771118164,918,0.019999999552965164,0.1599999964237213,0.07000000029802322,0.0,0.002222222276031971,0.0011111111380159855,261.8125,-4.25,1.75,3.34539794921875,0.03839111328125,3.98687744140625,3.2451171875
1.0316078662872314,0,40,26.610000610351562,79,56.40410232543945,0.037039998918771744,0.8500000238418579,23.899999618530273,918,0.009999999776482582,-0.28999999165534973,0.07000000029802322,0.0011111111380159855,-0.0011111111380159855,0.0,261.8125,-4.25,1.75,3.34539794921875,0.03851318359375,3.98699951171875,3.2451171875
1.140939474105835,0,40,26.610000610351562,79,56.40410232543945,0.037039998918771744,0.8500000238418579,23.899999618530273,918,0.009999999776482582,-0.05000000074505806,0.05000000074505806,0.002222222276031971,0.002222222276031971,-0.0033333334140479565,261.8125,-4.25,1.8125,3.34539794921875,0.0386962890625,3.987548828125,3.2451171875
1.2457597255706787,0,40,26.610000610351562,79,56.40410232543945,0.037039998918771744,0.8500000238418579,23.899999618530273,918,0.019999999552965164,0.12999999523162842,0.05000000074505806,-0.0011111111380159855,0.0,0.0011111111380159855,261.8125,-4.25,1.75,3.34539794921875,0.03863525390625,3.98736572265625,3.2451171875
1.3470220565795898,0,40,26.610000610351562,79,56.40410232543945,0.037039998918771744,0.8500000238418579,23.899999618530273,918,-0.019999999552965164,0.05000000074505806,0.05999999865889549,0.002222222276031971,-0.0033333334140479565,0.0,261.8125,-4.25,1.75,3.34539794921875,0.03851318359375,3.98724365234375,3.2451171875
1.4539694786071777,0,40,26.610000610351562,79,56.40410232543945,0.037039998918771744,0.8500000238418579,23.899999618530273,918,-0.03999999910593033,-0.30000001192092896,0.019999999552965164,-0.0011111111380159855,0.004444444552063942,-0.002222222276031971,261.8125,-4.25,1.75,3.34539794921875,0.03857421875,3.98736572265625,3.2451171875
1.555595874786377,0,40,26.610000610351562,79,56.40410232543945,0.037039998918771744,0.8500000238418579,23.899999618530273,918,0.18000000715255737,0.07000000029802322,0.07999999821186066,0.0055555556900799274,-0.006666666828095913,0.0011111111380159855,261.8125,-4.25,1.8125,3.34539794921875,0.0386962890625,3.98773193359375,3.2451171875
1.6564409732818604,0,40,26.610000610351562,79,56.40410232543945,0.037039998918771744,0.8500000238418579,23.899999618530273,918,-0.10999999940395355,0.15000000596046448,-0.11999999731779099,-0.002222222276031971,-0.0033333334140479565,-0.002222222276031971,261.8125,-4.25,1.8125,3.34539794921875,0.0386962890625,3.9874267578125,3.2451171875
1.7579002380371094,0,40,26.610000610351562,79,56.40410232543945,0.037039998918771744,0.8500000238418579,23.899999618530273,918,-0.029999999329447746,0.15000000596046448,-0.009999999776482582,0.002222222276031971,0.008888889104127884,-0.002222222276031971,261.8125,-4.25,1.8125,3.34539794921875,0.0386962890625,3.98736572265625,3.2451171875
1.8617279529571533,0,40,26.610000610351562,79,56.40410232543945,0.037039998918771744,0.8500000238418579,23.899999618530273,918,0.14000000059604645,0.03999999910593033,0.03999999910593033,0.0,-0.009999999776482582,-0.002222222276031971,261.8125,-4.25,1.75,3.34539794921875,0.03857421875,3.9873046875,3.2451171875
1.9603147506713867,0,40,26.610000610351562,79,56.40410232543945,0.037039998918771744,0.8500000238418579,23.899999618530273,918,-0.07999999821186066,0.12999999523162842,-0.10999999940395355,-0.0011111111380159855,0.021111110225319862,-0.0033333334140479565,261.8125,-4.3125,1.75,3.34539794921875,0.03875732421875,3.987060546875,3.2451171875
2.0683906078338623,0,40,26.610000610351562,79,56.40410232543945,0.07407999783754349,0.8500000238418579,39.12999725341797,918,0.09000000357627869,-0.10000000149011612,0.03999999910593033,0.004444444552063942,-0.011111111380159855,-0.002222222276031971,261.8125,-4.25,1.75,3.34539794921875,0.03857421875,3.98724365234375,3.2451171875
