,servo_steering,motor,builtin_accel,,,gps,,,,
timestamp,position,speed,x,y,z,lat,long,speed,heading,hdop
0.00013899803161621094,1,91,0,0,0,0,0,0,0,0
0.006676912307739258,2,92,0,0,0,0,0,0,0,0
0.01292109489440918,3,93,0,0,0,0,0,0,0,0
0.018802881240844727,4,94,0,0,0,0,0,0,0,0
0.025187969207763672,5,95,0,0,0,0,0,0,0,0
0.030709028244018555,6,96,0,0,0,0,0,0,0,0
0.03693389892578125,7,97,0,0,0,0,0,0,0,0
0.0434420108795166,8,98,0,0,0,0,0,0,0,0
0.04970502853393555,9,99,0,0,0,0,0,0,0,0
0.0549159049987793,10,100,0,0,0,0,0,0,0,0
0.06070303916931152,11,101,0,0,0,0,0,0,0,0
0.06701302528381348,12,102,0,0,0,0,0,0,0,0
0.07323098182678223,13,103,0,0,0,0,0,0,0,0
0.07889199256896973,14,104,0,0,0,0,0,0,0,0
0.08458709716796875,15,105,0,0,0,0,0,0,0,0
0.0911409854888916,16,106,0,0,0,0,0,0,0,0
0.0973958969116211,17,107,0,0,0,0,0,0,0,0
0.10266399383544922,18,108,0,0,0,0,0,0,0,0
0.10795998573303223,19,109,0,0,0,0,0,0,0,0
0.11443495750427246,20,110,0,0,0,0,0,0,0,0
0.1195979118347168,21,111,0,0,0,0,0,0,0,0
0.12473797798156738,22,112,0,0,0,0,0,0,0,0
0.13115191459655762,23,113,0,0,0,0,0,0,0,0
0.13637495040893555,24,114,0,0,0,0,0,0,0,0
0.1427919864654541,25,115,0,0,0,0,0,0,0,0
0.14955902099609375,26,116,0,0,0,0,0,0,0,0
0.15611696243286133,27,117,0,0,0,0,0,0,0,0
0.16161608695983887,28,118,0,0,0,0,0,0,0,0
0.16690492630004883,29,119,0,0,0,0,0,0,0,0
0.17309188842773438,30,120,0,0,0,0,0,0,0,0
0.17979192733764648,31,121,0,0,0,0,0,0,0,0
0.18557310104370117,32,122,0,0,0,0,0,0,0,0
0.19091296195983887,33,123,0,0,0,0,0,0,0,0
0.19647693634033203,34,124,0,0,0,0,0,0,0,0
0.20230388641357422,35,125,0,0,0,0,0,0,0,0
0.20751094818115234,36,126,0,0,0,0,0,0,0,0
0.2127819061279297,37,127,0,0,0,0,0,0,0,0
0.21828699111938477,38,128,0,0,0,0,0,0,0,0
0.22367310523986816,39,129,0,0,0,0,0,0,0,0
0.22974300384521484,40,130,0,0,0,0,0,0,0,0
0.23601198196411133,41,131,0,0,0,0,0,0,0,0
0.24225306510925293,42,132,0,0,0,0,0,0,0,0
0.24837207794189453,43,133,0,0,0,0,0,0,0,0
0.25361204147338867,44,134,0,0,0,0,0,0,0,0
0.2592940330505371,45,135,0,0,0,0,0,0,0,0
0.2647860050201416,46,136,0,0,0,0,0,0,0,0
0.27036404609680176,47,137,0,0,0,0,0,0,0,0
0.2757248878479004,48,138,0,0,0,0,0,0,0,0
0.2821478843688965,49,139,0,0,0,0,0,0,0,0
0.2884249687194824,50,140,0,0,0,0,0,0,0,0
0.29468703269958496,51,141,0,0,0,0,0,0,0,0
0.3000619411468506,52,142,0,0,0,0,0,0,0,0
0.30593395233154297,53,143,0,0,0,0,0,0,0,0
0.312608003616333,54,144,0,0,0,0,0,0,0,0
0.31828808784484863,55,145,0,0,0,0,0,0,0,0
0.3239119052886963,56,146,0,0,0,0,0,0,0,0
0.33020496368408203,57,147,0,0,0,0,0,0,0,0
0.3365480899810791,58,148,0,0,0,0,0,0,0,0
0.3430600166320801,59,149,0,0,0,0,0,0,0,0
0.34966206550598145,60,150,0,0,0,0,0,0,0,0
0.3559989929199219,61,151,0,0,0,0,0,0,0,0
0.3625469207763672,62,152,0,0,0,0,0,0,0,0
0.3690779209136963,63,153,0,0,0,0,0,0,0,0
0.37493395805358887,64,154,0,0,0,0,0,0,0,0
0.3808469772338867,65,155,0,0,0,0,0,0,0,0
0.38713693618774414,66,156,0,0,0,0,0,0,0,0
0.3932619094848633,67,157,0,0,0,0,0,0,0,0
0.39890503883361816,68,158,0,0,0,0,0,0,0,0
0.4054229259490967,69,159,0,0,0,0,0,0,0,0
0.41202688217163086,70,160,0,0,0,0,0,0,0,0
0.41770195960998535,71,161,0,0,0,0,0,0,0,0
0.4237210750579834,72,162,0,0,0,0,0,0,0,0
0.4300858974456787,73,163,0,0,0,0,0,0,0,0
0.43648409843444824,74,164,0,0,0,0,0,0,0,0
0.4429209232330322,75,165,0,0,0,0,0,0,0,0
0.4483668804168701,76,166,0,0,0,0,0,0,0,0
0.4545729160308838,77,167,0,0,0,0,0,0,0,0
